,Template,edit_site,change_H,change_C,change_S,Frequency
118,[C:1]#[N:2]>>O=[C:1]-[N:2](-C-c1:c:c:c:c:c:1)-C-c1:c:c:c2:c(:c:1)-O-C-O-2_00_00_00,"{'A': [2, 1], 'B': [], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
119,[O:1]-[c:2]>>[O:1].O-[c:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1264
120,[c:1]-[Br:2]>>O-[c:1].Br-P(-Br)-[Br:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",18
121,[C:1]>>O-[C:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},790
122,[n:1]-[C:2]>>[n:1].Br-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",2904
123,[C:1]-[N:2]>>[C:1]#[N:2]_-2-2_00_00,"{'A': [], 'B': [], 'C': [(1, 2), (2, 1)], 'R': []}","{1: -2, 2: -2}","{1: 0, 2: 0}","{1: 0, 2: 0}",1259
124,[O:1]-[C:2]>>[O:1].C-N(-C)-[C:2]=O_1-2_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: -2}","{1: 0, 2: 0}","{1: 0, 2: 0}",33
125,[C:2]-[C:3]-[N:5]=[C:4]-[c:1]>>[c:1].[C:2]=[C:3].[C:4]#[N:5]_1-1000_00000_00000,"{'A': [], 'B': [(1, 4), (3, 5)], 'C': [], 'R': []}","{1: 1, 2: -1, 3: 0, 5: 0, 4: 0}","{1: 0, 2: 0, 3: 0, 5: 0, 4: 0}","{1: 0, 2: 0, 3: 0, 5: 0, 4: 0}",10
126,[N:1]-[C:2]>>[N:1].N-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",148
127,[C:4]-[O:3]-[c:2]:[n:1]>>[n:1]:[c:2]=[O:3].F-C(-F)(-F)-S(=O)(=O)-O-[C:4]_1000_0000_0000,"{'A': [], 'B': [(3, 4)], 'C': [], 'R': [1, 1]}","{1: 1, 2: 0, 3: 0, 4: 0}","{1: 0, 2: 0, 3: 0, 4: 0}","{1: 0, 2: 0, 3: 0, 4: 0}",12
128,[O:1]>>C-O-C-[O:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},241
129,[n:1]-[C:2]>>[n:1].C-O-S(=O)(=O)-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",68
130,[O:1]-[C:2]-[O:3]>>[O:1].[C:2]=[O:3]_10-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",8
131,[n:1]-[c:2]>>[n:1].F-[c:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",370
132,[n:1]-[c:2]>>[n:1].Br-[c:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",292
133,[N:1]>>O=[N:1]-[O-]_-2_1_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -2},{1: 1},{1: 0},10095
134,[C:1]-[Cl:2]>>O-[C:1]=O.Cl-S(=O)-[Cl:2]_-20_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: -2, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",13
135,[N:1]-[C:2]>>[N:1].C-S(=O)(=O)-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",899
136,[N:1]-[c:2]>>[N:1].O-[c:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",154
137,[C:1]-[N:4]-[C:3]=[N:2]>>Cl-[C:1].[N:2]-[C:3]=[N:4]_0100_0000_0000,"{'A': [], 'B': [(1, 4)], 'C': [(3, 2), (2, 3)], 'R': []}","{3: 0, 2: 1, 4: 0, 1: 0}","{3: 0, 2: 0, 4: 0, 1: 0}","{3: 0, 2: 0, 4: 0, 1: 0}",124
138,[C:1]-[C:3]-[O:4]-[C:2]>>[C:1]-[C:2].[C:3]=[O:4]_0000_0000_0000,"{'A': [], 'B': [(2, 4), (1, 3)], 'C': [], 'R': []}","{2: 0, 1: 0, 3: 0, 4: 0}","{2: 0, 1: 0, 3: 0, 4: 0}","{2: 0, 1: 0, 3: 0, 4: 0}",6
139,[N:1]-[c:2]>>[N:1].C-C-O-[c:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",92
140,[C:1]>>O=[C:1]_-2_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -2},{1: 0},{1: 0},2541
141,[O:1]=[C:2]-[O:3]>>[O:1].C=[C:2].O=[Mn](=O)(-[O-])=[O:3]_21-1_000_000,"{'A': [], 'B': [(2, 3), (1, 2)], 'C': [], 'R': []}","{2: 1, 3: -1, 1: 2}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",2
142,[C:1]-[Br:2]>>O-[C:1].Br-C(-Br)(-Br)-[Br:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",488
143,[C:1]=[C:2]>>O=[C:1].O-P(-O)(=O)-[C:2]_01_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 1, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",6
144,[S:1]-[C:2]>>[S:1].Cl-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1013
145,[O:1].[C:2]>>[O:1].C-C-[C:2]_-1-1_-10_00,"{'A': [2], 'B': [], 'C': [], 'R': [1]}","{2: -1, 1: -1}","{2: 0, 1: -1}","{2: 0, 1: 0}",110
146,[N:1]>>C-C(-C)(-C)-[N:1]-C(=O)-[O-]_-2_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -2},{1: 0},{1: 0},269
147,[C:1]-[N:2]>>Cl-[C:1].O=[N:2]-[O-]_0-1_01_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: -1, 1: 0}","{2: 1, 1: 0}","{2: 0, 1: 0}",51
148,[C:2]-[C:3]-[n:1]>>[n:1].[C:2]=[C:3]_1-10_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 1, 3: 0, 2: -1}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",261
149,[N:1]-[C:4]-[C:3]=[C:2]>>[N:1].Br-[C:2]-[C:3]=[C:4]_1000_0000_0000,"{'A': [2], 'B': [(1, 4)], 'C': [], 'R': []}","{1: 1, 4: 0, 3: 0, 2: 0}","{1: 0, 4: 0, 3: 0, 2: 0}","{1: 0, 4: 0, 3: 0, 2: 0}",187
150,[C:1]-[N:3]-[C:2]>>O-[C:1].C-C-O-P(=O)(-O-C-C)-[C:2]#[N:3]_0-3-1_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 0, 3: -1, 2: -3}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",2
151,[n:1]>>[n:1]-C1-C-C-C-C-O-1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},107
152,[N:1]-[C:2]=[N:3]>>[N:1].[C:2]#[N:3]_10-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 3: -1, 1: 1}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",430
153,[C:4]-[S:3]-[C:2]=[O:1]>>[O:1]-[C:2]=[S:3].C-S(=O)(=O)-O-[C:4]_0000_-1000_0000,"{'A': [], 'B': [(3, 4)], 'C': [(2, 1), (1, 2)], 'R': []}","{4: 0, 3: 0, 2: 0, 1: 0}","{4: 0, 3: 0, 2: 0, 1: -1}","{4: 0, 3: 0, 2: 0, 1: 0}",79
154,[O:1]-[C:2]-[N:3]>>[O:1].[C:2]=[N:3]_10-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",544
155,[C:1]-[N:2]>>O-[C:1].[N-]=[N+]=[N:2]_0-2_0-1_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: -2}","{1: 0, 2: -1}","{1: 0, 2: 0}",3
156,[c:1]-[C:2]=[C:3]>>I-[c:1].C-C-C-C-C(-C-C-C-C)=C(-[Sn])-[C:2]-[C:3]-C-C_010_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 1, 3: 0}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",12
157,[C:1]-[C:2]>>[C:1].I-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",614
158,[C:1]-[Br:2]>>O-[C:1].Br-C(=O)-C(=O)-[Br:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",4
159,[Cl:1]-[c:2]>>[Cl:1].N-[c:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",205
160,[N:1]=[C:2]-[N:3]>>[N:1].[C:2]#[N:3]_20-2_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 3: -2, 1: 2}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",260
161,[C:1]-[N:2]>>O-[C:1].C-N(-C)-C(=[N+]1-N=[N+](-[O-])-c2:n:c:c:c:c:2-1)-[N:2](-C)-C_0-2_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: -2}","{1: 0, 2: 0}","{1: 0, 2: 0}",6
162,[N:1]-[C:2]=[O:3]>>[N:1].O=[C:2]-[O:3]-N1-C(=O)-C-C-C-1=O_100_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 3: 0, 1: 1}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",65
163,[S:1]-[C:2]>>[S:1].I-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",158
164,[C:1]=[O:2]>>[C:1]-[O:2]_11_00_00,"{'A': [], 'B': [], 'C': [(1, 2), (2, 1)], 'R': []}","{1: 1, 2: 1}","{1: 0, 2: 0}","{1: 0, 2: 0}",4508
165,[N:1]-[C:2].[O:3]=[S:4]-[O:5]>>[N:1].[C:2]-[O:3]-[S:4]=[O:5]_00000_-10001_00000,"{'A': [3], 'B': [(1, 2)], 'C': [(4, 5), (5, 4)], 'R': []}","{2: 0, 1: 0, 3: 0, 4: 0, 5: 0}","{2: 0, 1: -1, 3: 0, 4: 0, 5: 1}","{2: 0, 1: 0, 3: 0, 4: 0, 5: 0}",4
166,[C:1]-[Cl:2]>>O-[C:1].Cl-S(=O)-[Cl:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",2015
167,[N:1]-[C:2]>>[N:1].Cl-C(-Cl)(-Cl)-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",139
168,[C:1]-[O:2]>>C-O-[C:1]=[O:2]_-2-1_00_00,"{'A': [1], 'B': [], 'C': [], 'R': []}","{1: -2, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",1202
169,[O:1]>>C-C(=O)-[O:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1312
170,[C:2]-[C:3]-[C:4]-[N:1]>>[N:1].Br-[C:2].[C:3]=[C:4]_1000_0000_0000,"{'A': [], 'B': [(2, 3), (1, 4)], 'C': [], 'R': []}","{2: 0, 1: 1, 4: 0, 3: 0}","{2: 0, 1: 0, 4: 0, 3: 0}","{2: 0, 1: 0, 4: 0, 3: 0}",1
171,[N:1]-[C:2]>>[N:1].O=C1-C-C-C(=O)-N-1-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",143
172,[c:1]-[Cl:2]>>[c:1].O=C1-C-C-C(=O)-N-1-[Cl:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",653
173,[N:1]-[S:2]>>[N:1].Cl-[S:2]_20_10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 2, 2: 0}","{1: 1, 2: 0}","{1: 0, 2: 0}",65
174,[c:1]-[Cl:2]>>[c:1].Cl-S(=O)(=O)-[Cl:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",180
175,[C:1]-[N:2]>>Cl-[C:1].O=C1-[N:2]-C(=O)-c2:c:c:c:c:c:2-1_0-1_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",4
176,[C:1]-[O:2]>>[C:1].C-C(-C)-[O:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",8
177,[C:1]-[C:2]>>[C:1].Br-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1410
178,[c:1]>>O-[c:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},57
179,[O:1]-[C:2]>>[O:1].C-C-O-S(=O)(=O)-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",37
180,[c:1]-[C:2]>>O=C-[c:1].C-C(-C)(-C)-O-[C:2]=O_0-2_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: -2, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",23
181,[C:2]-[C:3]-[O:1]>>[O:1].[C:2]=[C:3]_1-10_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 1, 3: 0, 2: -1}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",394
182,[N:1]>>C-O-c1:c:c:c(-C-[N:1]):c:c:1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},181
183,[C:1]-[C:2]>>[C:1].[C:2]_11_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 1}","{1: 0, 2: 0}","{1: 0, 2: 0}",64
184,[C:1]=[C:2]-[N:3]>>[C:1].C-S-[C:2]=[N:3]_20-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 2, 3: -1}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",12
185,[F:1]-[C:3]-[c:2]>>[F:1].I-[c:2].C-O-C(=O)-[C:3]-Cl_000_-100_000,"{'A': [], 'B': [(1, 3), (2, 3)], 'C': [], 'R': []}","{1: 0, 3: 0, 2: 0}","{1: -1, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",10
186,[C:1]-[F:2]>>O-[C:1].C-C-S(-F)(-F)(-N)(-[F:2])-C-C_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",3
187,[c:1]-[N:2]>>[c:1].[N:2]_12_01_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 2}","{1: 0, 2: 1}","{1: 0, 2: 0}",47
188,[O:1]>>C-C(-C)-[Si](-[O:1])(-C(-C)-C)-C(-C)-C_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},109
189,[C:1]1-[C:2]-[O:3]-1>>[C:1]=[C:2].Cl-c1:c:c:c:c(-C(=O)-O-[O:3]):c:1_001_000_000,"{'A': [], 'B': [(1, 3), (2, 3)], 'C': [], 'R': []}","{3: 1, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",90
190,[n:1]-[C:2]>>[n:1].I-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",940
191,[N:1]>>O=C(-[N:1])-O-C-c1:c:c:c:c:c:1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1421
192,[n:1]>>C-C(-C)(-C)-O-C(=O)-[n:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},216
193,[c:1]-[S:2]=[O:3]>>[c:1].O=[S:2]-[O:3]_101_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 3: 1, 1: 1}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",144
194,[c:1]>>N-[c:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},213
195,[O:2]=[S:1]=[O:3]>>[S:1].[O:2].[O:3]_022_000_000,"{'A': [], 'B': [(1, 2), (1, 3)], 'C': [], 'R': []}","{1: 0, 2: 2, 3: 2}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",22
196,[O:1]-[c:2]>>[O:1].I-[c:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",208
197,[N:1]-[C:2]=[C:3]>>[N:1].O=[C:2]-[C:3]_101_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1, 3: 1}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",330
198,[O:2]=[C:1]-[N:3]>>O=[C:1]-[O:2].C-O-c1:c:c:c2:c(-O-C3-C-C4-C(=O)-N-C5(-C(=O)-[N:3])-C-C-5-C=C-C-C-C-C-C-C-C(=O)-N-4-C-3):c:c(-c3:n:c(-C(-C)-C):c:s:3):n:c:2:c:1_010_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 0, 2: 1, 3: 0}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",6
199,[C:2]-[S:4]-[C:3]-[N:1]>>[N:1].Cl-[C:2].[C:3]=[S:4]_2000_1000_0000,"{'A': [], 'B': [(1, 3), (2, 4)], 'C': [], 'R': []}","{1: 2, 2: 0, 4: 0, 3: 0}","{1: 1, 2: 0, 4: 0, 3: 0}","{1: 0, 2: 0, 4: 0, 3: 0}",34
200,[S:1]-[C:2]>>[S:1].O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",242
201,[C:1]-[C:2]=[C:3]-[O:4]>>O=[C:1].[C:2]-[C:3]=[O:4]_-120-1_0000_0000,"{'A': [], 'B': [(1, 2)], 'C': [(3, 4), (4, 3)], 'R': []}","{3: 0, 4: -1, 2: 2, 1: -1}","{3: 0, 4: 0, 2: 0, 1: 0}","{3: 0, 4: 0, 2: 0, 1: 0}",44
202,[c:1]-[Br:2]>>[c:1].Br-[Br:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",185
203,[Cl:1]-[c:2]:[n:3]>>Cl-P(-Cl)(=O)-[Cl:1].O=[c:2]:[n:3]_001_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0, 3: 1}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",683
204,[N:1]>>O=C-[N:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},161
205,[C:1]-[Cl:2]>>O-[C:1].Cl-C(-Cl)(-Cl)-[Cl:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",83
206,[N:1]>>C-O-c1:c:c:c(-C-[N:1]):c(-O-C):c:1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},91
207,[c:1]-[I:2]>>[c:1].O=C1-C-C-C(=O)-N-1-[I:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",382
208,[n:1]-[C:2]>>[n:1].Cl-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",2268
209,[O:1]=[C:2]-[N:3]>>C-C(-C)=[O:1].[C:2]#[N:3]_00-2_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 3: -2, 1: 0}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",5
210,[S:1]=[O:2]>>[S:1].[O-]-[I+3](-[O-])(-[O-])-[O:2]_00_0-1_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: -1}","{1: 0, 2: 0}",116
211,[c:1]-[C:2]=[O:3]>>Br-[c:1].C1-C-[C:2]-[O:3]-C-1_010_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 1, 3: 0}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",39
212,[O:1]-[C:2]=[C:3]>>[O:1].[C:2]#[C:3]_10-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",43
213,[O:1]=[S:2]-[O:3]>>[O:1]-[S:2]=[O:3]_00-1_-100_000,"{'A': [], 'B': [], 'C': [(1, 2), (2, 1), (2, 3), (3, 2)], 'R': []}","{1: 0, 2: 0, 3: -1}","{1: -1, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",7
214,[N:2]=[C:3](-[N:1])-[N:4]>>[N:1].[N:2].S=[C:3]=[N:4]_120-1_0000_0000,"{'A': [], 'B': [(2, 3), (1, 3)], 'C': [], 'R': []}","{4: -1, 3: 0, 2: 2, 1: 1}","{4: 0, 3: 0, 2: 0, 1: 0}","{4: 0, 3: 0, 2: 0, 1: 0}",1
215,[O:1]>>C=C-C-[O:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},115
216,[O:1]=[C:2]-[O:3]>>C-C(-C)(-C)-[O:1]-[C:2]=[O:3]_00-1_000_000,"{'A': [1], 'B': [], 'C': [(2, 3), (3, 2)], 'R': []}","{1: 0, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",790
217,[c:1]-[c:2]>>Cl-[c:1].C-C1(-C)-O-B(-[c:2])-O-C-1(-C)-C_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",737
218,[S:1]=[O:2]>>[S:1].C-C(=[O:2])-O-O_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",25
219,[c:1]-[Cl:2]>>O-[c:1].Cl-P(-Cl)(=O)-[Cl:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",760
220,[C:2]-[N:1]-[C:3]>>[N:1].O-[C:2].C-[C:3]-O-C(-C)=O_20-1_000_000,"{'A': [], 'B': [(1, 2), (1, 3)], 'C': [], 'R': []}","{2: 0, 1: 2, 3: -1}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",1
221,[C:1]=[N:2]>>O=[C:1].C-C(-C)(-C)-O-C(=O)-[N:2]_01_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 1, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",365
222,[N:3].[N:1]-[C:2]>>[N:1].[C:2]-[N:3]_10-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{3: -1, 2: 0, 1: 1}","{3: 0, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}",98
223,[C:2]=[C:1]-[C:3]>>O=[C:1]-[C:2].C-C-O-P(=O)(-[C:3])-O-C-C_010_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{2: 1, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",10
224,[N:1]-[C:2]-[N:3]>>[N:1].[C:2]=[N:3]_20-1_100_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{3: -1, 2: 0, 1: 2}","{3: 0, 2: 0, 1: 1}","{3: 0, 2: 0, 1: 0}",15
225,[C:1]-[C:2]>>C-C(-C)(-C)-O-[C:1].O-C(=O)-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",47
