,Smiles_template,Smarts_template,edit_site,change_H
133,CN>>Br-[c;+0:1].[n;+0:2],[c;+0:1]-[n;+0:2]>>Br-[c;+0:1].[n;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
134,N>>O=[N;+1:1]-[O-],[N;+0:1]>>O=[N;+1:1]-[O-],[1],{1: -2}
135,CCl>>Cl-S(=O)-[Cl;+0:1].O-[C;+0:2]=O,[C;+0:2]-[Cl;+0:1]>>Cl-S(=O)-[Cl;+0:1].O-[C;+0:2]=O,"[(2, 1)]","{2: -2, 1: 0}"
136,CN>>C-S(=O)(=O)-O-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>C-S(=O)(=O)-O-[C;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
137,CN>>O-[c;+0:1].[N;+0:2],[c;+0:1]-[N;+0:2]>>O-[c;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
138,CNC=N>>Cl-[C;+0:1].[N;+0:2]-[C;+0:3]=[N;+0:4],[C;+0:1]-[N;+0:4]-[C;+0:3]=[N;+0:2]>>Cl-[C;+0:1].[N;+0:2]-[C;+0:3]=[N;+0:4],"[(1, 4)]","{3: 0, 2: 1, 4: 0, 1: 0}"
139,CCOC>>[C;+0:1]-[C;+0:2].[C;+0:3]=[O;+0:4],[C;+0:1]-[O;+0:4]-[C;+0:3]-[C;+0:2]>>[C;+0:1]-[C;+0:2].[C;+0:3]=[O;+0:4],"[(1, 4), (2, 3)]","{1: 0, 2: 0, 3: 0, 4: 0}"
140,CN>>C-C-O-[c;+0:1].[N;+0:2],[c;+0:1]-[N;+0:2]>>C-C-O-[c;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
141,C>>O=[C;+0:1],[C;+0:1]>>O=[C;+0:1],[1],{1: -2}
142,O=CO>>C=[C;+0:1].O=[Mn](=O)(-[O-])=[O;+0:2].[O;+0:3],[O;+0:2]-[C;+0:1]=[O;+0:3]>>C=[C;+0:1].O=[Mn](=O)(-[O-])=[O;+0:2].[O;+0:3],"[(1, 2), (1, 3)]","{1: 1, 2: -1, 3: 2}"
143,CBr>>Br-C(-Br)(-Br)-[Br;+0:1].O-[C;+0:2],[Br;+0:1]-[C;+0:2]>>Br-C(-Br)(-Br)-[Br;+0:1].O-[C;+0:2],"[(2, 1)]","{2: 0, 1: 0}"
144,C=C>>O-P(-O)(=O)-[C;+0:1].O=[C;+0:2],[C;+0:2]=[C;+0:1]>>O-P(-O)(=O)-[C;+0:1].O=[C;+0:2],"[(1, 2)]","{1: 1, 2: 0}"
145,CS.Cl>>[C;+0:1]-[Cl;+0:2].[S;+0:3],[C;+0:1]-[S;+0:3].[Cl;+0:2]>>[C;+0:1]-[Cl;+0:2].[S;+0:3],"[2, (1, 3)]","{2: -1, 3: 1, 1: 0}"
146,CCO>>C-C-[C;+0:1]-[C;+0:2]-[O;-1:3],[C;+0:1]-[C;+0:2]-[O;+0:3]>>C-C-[C;+0:1]-[C;+0:2]-[O;-1:3],[1],"{1: -1, 2: 0, 3: -1}"
147,N>>C-C(-C)(-C)-[N;+0:1]-C(=O)-[O-],[N;+0:1]>>C-C(-C)(-C)-[N;+0:1]-C(=O)-[O-],[1],{1: -2}
148,CN>>Cl-[C;+0:1].O=[N;+1:2]-[O-],[C;+0:1]-[N;+0:2]>>Cl-[C;+0:1].O=[N;+1:2]-[O-],"[(1, 2)]","{2: -1, 1: 0}"
149,CCN>>[C;+0:1]=[C;+0:2].[n;+0:3],[C;+0:1]-[C;+0:2]-[n;+0:3]>>[C;+0:1]=[C;+0:2].[n;+0:3],"[(2, 3)]","{3: 1, 2: 0, 1: -1}"
150,C=CCN>>Br-[C;+0:1]-[C;+0:2]=[C;+0:3].[N;+0:4],[C;+0:1]=[C;+0:2]-[C;+0:3]-[N;+0:4]>>Br-[C;+0:1]-[C;+0:2]=[C;+0:3].[N;+0:4],"[(3, 4)]","{4: 1, 3: 0, 2: 0, 1: 0}"
151,CNC>>C-C-O-P(=O)(-O-C-C)-[C;+0:1]#[N;+0:2].O-[C;+0:3],[C;+0:3]-[N;+0:2]-[C;+0:1]>>C-C-O-P(=O)(-O-C-C)-[C;+0:1]#[N;+0:2].O-[C;+0:3],"[(3, 2)]","{3: 0, 2: -1, 1: -3}"
152,N>>[n;+0:1]-C1-C-C-C-C-O-1,[n;+0:1]>>[n;+0:1]-C1-C-C-C-C-O-1,[1],{1: -1}
153,N=CN>>[C;+0:1]#[N;+0:2].[N;+0:3],[N;+0:2]=[C;+0:1]-[N;+0:3]>>[C;+0:1]#[N;+0:2].[N;+0:3],"[(1, 3)]","{1: 0, 2: -1, 3: 1}"
154,CSC=O>>C-S(=O)(=O)-O-[C;+0:1].[O;-1:2]-[C;+0:3]=[S;+0:4],[C;+0:1]-[S;+0:4]-[C;+0:3]=[O;+0:2]>>C-S(=O)(=O)-O-[C;+0:1].[O;-1:2]-[C;+0:3]=[S;+0:4],"[(1, 4)]","{1: 0, 4: 0, 3: 0, 2: 0}"
155,NCO>>[C;+0:1]=[N;+0:2].[O;+0:3],[N;+0:2]-[C;+0:1]-[O;+0:3]>>[C;+0:1]=[N;+0:2].[O;+0:3],"[(1, 3)]","{3: 1, 1: 0, 2: -1}"
156,CN>>O-[C;+0:1].[N-]=[N+]=[N;-1:2],[C;+0:1]-[N;+0:2]>>O-[C;+0:1].[N-]=[N+]=[N;-1:2],"[(1, 2)]","{1: 0, 2: -2}"
157,C=CC>>C-C-C-C-C(-C-C-C-C)=C(-[Sn])-[C;+0:1]-[C;+0:2]-C-C.I-[c;+0:3],[C;+0:2]=[C;+0:1]-[c;+0:3]>>C-C-C-C-C(-C-C-C-C)=C(-[Sn])-[C;+0:1]-[C;+0:2]-C-C.I-[c;+0:3],"[(1, 3)]","{3: 0, 1: 1, 2: 0}"
158,CC>>I-[C;+0:1].[C;+0:2],[C;+0:1]-[C;+0:2]>>I-[C;+0:1].[C;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
159,CBr>>Br-C(=O)-C(=O)-[Br;+0:1].O-[C;+0:2],[Br;+0:1]-[C;+0:2]>>Br-C(=O)-C(=O)-[Br;+0:1].O-[C;+0:2],"[(2, 1)]","{2: 0, 1: 0}"
160,CCl>>N-[c;+0:1].[Cl;+0:2],[c;+0:1]-[Cl;+0:2]>>N-[c;+0:1].[Cl;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
161,CN>>C-N(-C)-C(=[N+]1-N=[N+](-[O-])-c2:n:c:c:c:c:2-1)-[N;+0:1](-C)-C.O-[C;+0:2],[C;+0:2]-[N;+0:1]>>C-N(-C)-C(=[N+]1-N=[N+](-[O-])-c2:n:c:c:c:c:2-1)-[N;+0:1](-C)-C.O-[C;+0:2],"[(2, 1)]","{2: 0, 1: -2}"
162,NC=O>>O=[C;+0:1]-[O;+0:2]-N1-C(=O)-C-C-C-1=O.[N;+0:3],[N;+0:3]-[C;+0:1]=[O;+0:2]>>O=[C;+0:1]-[O;+0:2]-N1-C(=O)-C-C-C-1=O.[N;+0:3],"[(1, 3)]","{1: 0, 2: 0, 3: 1}"
163,CS>>I-[C;+0:1].[S;+0:2],[C;+0:1]-[S;+0:2]>>I-[C;+0:1].[S;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
164,C=O>>[C;+0:1]-[O;+0:2],[C;+0:1]=[O;+0:2]>>[C;+0:1]-[O;+0:2],"[(1, 2)]","{1: 1, 2: 1}"
165,C[NH3+].O=[SH][O-]>>[C;+0:1]-[O;+0:2]-[S;+0:3]=[O;+0:4].[N;+0:5],[C;+0:1]-[N;+1:5].[O;+0:2]=[S;+0:3]-[O;-1:4]>>[C;+0:1]-[O;+0:2]-[S;+0:3]=[O;+0:4].[N;+0:5],"[(1, 5)]","{1: 0, 5: 0, 2: 0, 3: 0, 4: 0}"
166,CCl>>Cl-S(=O)-[Cl;+0:1].O-[C;+0:2],[C;+0:2]-[Cl;+0:1]>>Cl-S(=O)-[Cl;+0:1].O-[C;+0:2],"[(2, 1)]","{2: 0, 1: 0}"
167,CN>>Cl-C(-Cl)(-Cl)-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>Cl-C(-Cl)(-Cl)-[C;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
168,CO>>C-O-[C;+0:1]=[O;+0:2],[C;+0:1]-[O;+0:2]>>C-O-[C;+0:1]=[O;+0:2],"[(1, 2)]","{1: -2, 2: -1}"
169,O>>C-C(=O)-[O;+0:1],[O;+0:1]>>C-C(=O)-[O;+0:1],[1],{1: -1}
170,CCCN>>Br-[C;+0:1].[N;+0:2].[C;+0:3]=[C;+0:4],[C;+0:1]-[C;+0:3]-[C;+0:4]-[N;+0:2]>>Br-[C;+0:1].[N;+0:2].[C;+0:3]=[C;+0:4],"[(1, 3), (4, 2)]","{1: 0, 2: 1, 4: 0, 3: 0}"
171,CN>>O=C1-C-C-C(=O)-N-1-O-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>O=C1-C-C-C(=O)-N-1-O-[C;+0:1].[N;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
172,CCl>>O=C1-C-C-C(=O)-N-1-[Cl;+0:1].[c;+0:2],[Cl;+0:1]-[c;+0:2]>>O=C1-C-C-C(=O)-N-1-[Cl;+0:1].[c;+0:2],"[(2, 1)]","{2: 1, 1: 0}"
173,NS>>Cl-[S;+0:1].[N;+1:2],[S;+0:1]-[N;+0:2]>>Cl-[S;+0:1].[N;+1:2],"[(2, 1)]","{2: 2, 1: 0}"
174,CCl>>Cl-S(=O)(=O)-[Cl;+0:1].[c;+0:2],[Cl;+0:1]-[c;+0:2]>>Cl-S(=O)(=O)-[Cl;+0:1].[c;+0:2],"[(2, 1)]","{1: 0, 2: 1}"
175,CN>>Cl-[C;+0:1].O=C1-[N;+0:2]-C(=O)-c2:c:c:c:c:c:2-1,[C;+0:1]-[N;+0:2]>>Cl-[C;+0:1].O=C1-[N;+0:2]-C(=O)-c2:c:c:c:c:c:2-1,"[(1, 2)]","{1: 0, 2: -1}"
176,CO>>C-C(-C)-[O;+0:1].[C;+0:2],[C;+0:2]-[O;+0:1]>>C-C(-C)-[O;+0:1].[C;+0:2],"[(2, 1)]","{2: 1, 1: 0}"
177,CC>>Br-[C;+0:1].[C;+0:2],[C;+0:1]-[C;+0:2]>>Br-[C;+0:1].[C;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
178,C>>O-[c;+0:1],[c;+0:1]>>O-[c;+0:1],[1],{1: -1}
179,CO>>C-C-O-S(=O)(=O)-O-[C;+0:1].[O;+0:2],[C;+0:1]-[O;+0:2]>>C-C-O-S(=O)(=O)-O-[C;+0:1].[O;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
180,CC>>C-C(-C)(-C)-O-[C;+0:1]=O.O=C-[c;+0:2],[C;+0:1]-[c;+0:2]>>C-C(-C)(-C)-O-[C;+0:1]=O.O=C-[c;+0:2],"[(1, 2)]","{1: -2, 2: 0}"
181,CCO>>[C;+0:1]=[C;+0:2].[O;+0:3],[C;+0:1]-[C;+0:2]-[O;+0:3]>>[C;+0:1]=[C;+0:2].[O;+0:3],"[(2, 3)]","{3: 1, 2: 0, 1: -1}"
182,N>>C-O-c1:c:c:c(-C-[N;+0:1]):c:c:1,[N;+0:1]>>C-O-c1:c:c:c(-C-[N;+0:1]):c:c:1,[1],{1: -1}
183,CC>>[C;+0:1].[C;+0:2],[C;+0:1]-[C;+0:2]>>[C;+0:1].[C;+0:2],"[(1, 2)]","{1: 1, 2: 1}"
184,C=CN>>C-S-[C;+0:1]=[N;+0:2].[C;+0:3],[N;+0:2]-[C;+0:1]=[C;+0:3]>>C-S-[C;+0:1]=[N;+0:2].[C;+0:3],"[(1, 3)]","{1: 0, 3: 2, 2: -1}"
185,CCF>>C-O-C(=O)-[C;+0:1]-Cl.I-[c;+0:2].[F;-1:3],[F;+0:3]-[C;+0:1]-[c;+0:2]>>C-O-C(=O)-[C;+0:1]-Cl.I-[c;+0:2].[F;-1:3],"[(1, 3), (1, 2)]","{3: 0, 1: 0, 2: 0}"
186,CF>>C-C-S(-F)(-F)(-N)(-[F;+0:1])-C-C.O-[C;+0:2],[C;+0:2]-[F;+0:1]>>C-C-S(-F)(-F)(-N)(-[F;+0:1])-C-C.O-[C;+0:2],"[(2, 1)]","{2: 0, 1: 0}"
187,CN>>[N;+1:1].[c;+0:2],[N;+0:1]-[c;+0:2]>>[N;+1:1].[c;+0:2],"[(2, 1)]","{2: 1, 1: 2}"
188,O>>C-C(-C)-[Si](-[O;+0:1])(-C(-C)-C)-C(-C)-C,[O;+0:1]>>C-C(-C)-[Si](-[O;+0:1])(-C(-C)-C)-C(-C)-C,[1],{1: -1}
189,C1CO1>>Cl-c1:c:c:c:c(-C(=O)-O-[O;+0:1]):c:1.[C;+0:2]=[C;+0:3],[C;+0:2]1-[C;+0:3]-[O;+0:1]-1>>Cl-c1:c:c:c:c(-C(=O)-O-[O;+0:1]):c:1.[C;+0:2]=[C;+0:3],"[(2, 1), (3, 1)]","{1: 1, 2: 0, 3: 0}"
190,CN>>I-[C;+0:1].[n;+0:2],[C;+0:1]-[n;+0:2]>>I-[C;+0:1].[n;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
191,N>>O=C(-[N;+0:1])-O-C-c1:c:c:c:c:c:1,[N;+0:1]>>O=C(-[N;+0:1])-O-C-c1:c:c:c:c:c:1,[1],{1: -1}
192,NCCO>>[C;+0:1]1-[C;+0:2]-[O;+0:3]-1.[N;+0:4],[O;+0:3]-[C;+0:1]-[C;+0:2]-[N;+0:4]>>[C;+0:1]1-[C;+0:2]-[O;+0:3]-1.[N;+0:4],"[3, (2, 4)]","{1: 0, 2: 0, 4: 1, 3: -1}"
193,N>>C-C(-C)(-C)-O-C(=O)-[n;+0:1],[n;+0:1]>>C-C(-C)(-C)-O-C(=O)-[n;+0:1],[1],{1: -1}
194,C[SH]=O>>O=[S;+0:1]-[O;+0:2].[c;+0:3],[O;+0:2]=[S;+0:1]-[c;+0:3]>>O=[S;+0:1]-[O;+0:2].[c;+0:3],"[(3, 1)]","{1: 0, 2: 1, 3: 1}"
195,C>>N-[c;+0:1],[c;+0:1]>>N-[c;+0:1],[1],{1: -1}
196,O=S=O>>[O;+0:1].[O;+0:2].[S;+0:3],[O;+0:1]=[S;+0:3]=[O;+0:2]>>[O;+0:1].[O;+0:2].[S;+0:3],"[(1, 3), (2, 3)]","{3: 0, 1: 2, 2: 2}"
197,CO>>I-[c;+0:1].[O;+0:2],[c;+0:1]-[O;+0:2]>>I-[c;+0:1].[O;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
198,C=CN>>O=[C;+0:1]-[C;+0:2].[N;+0:3],[C;+0:2]=[C;+0:1]-[N;+0:3]>>O=[C;+0:1]-[C;+0:2].[N;+0:3],"[(1, 3)]","{1: 0, 3: 1, 2: 1}"
199,NC=O>>C-O-c1:c:c:c2:c(-O-C3-C-C4-C(=O)-N-C5(-C(=O)-[N;+0:1])-C-C-5-C=C-C-C-C-C-C-C-C(=O)-N-4-C-3):c:c(-c3:n:c(-C(-C)-C):c:s:3):n:c:2:c:1.O=[C;+0:2]-[O;+0:3],[N;+0:1]-[C;+0:2]=[O;+0:3]>>C-O-c1:c:c:c2:c(-O-C3-C-C4-C(=O)-N-C5(-C(=O)-[N;+0:1])-C-C-5-C=C-C-C-C-C-C-C-C(=O)-N-4-C-3):c:c(-c3:n:c(-C(-C)-C):c:s:3):n:c:2:c:1.O=[C;+0:2]-[O;+0:3],"[(2, 1)]","{2: 0, 3: 1, 1: 0}"
200,CSCN>>Cl-[C;+0:1].[N;+1:2].[C;+0:3]=[S;+0:4],[C;+0:1]-[S;+0:4]-[C;+0:3]-[N;+0:2]>>Cl-[C;+0:1].[N;+1:2].[C;+0:3]=[S;+0:4],"[(3, 2), (1, 4)]","{2: 2, 1: 0, 4: 0, 3: 0}"
201,CS>>O-[C;+0:1].[S;+0:2],[C;+0:1]-[S;+0:2]>>O-[C;+0:1].[S;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
202,CC=CO>>O=[C;+0:1].[C;+0:2]-[C;+0:3]=[O;+0:4],[C;+0:1]-[C;+0:2]=[C;+0:3]-[O;+0:4]>>O=[C;+0:1].[C;+0:2]-[C;+0:3]=[O;+0:4],"[(1, 2)]","{3: 0, 4: -1, 2: 2, 1: -1}"
203,CBr>>Br-[Br;+0:1].[c;+0:2],[Br;+0:1]-[c;+0:2]>>Br-[Br;+0:1].[c;+0:2],"[(2, 1)]","{2: 1, 1: 0}"
204,[NH]:[CH]Cl>>Cl-P(-Cl)(=O)-[Cl;+0:1].O=[c;+0:2]:[n;+0:3],[Cl;+0:1]-[c;+0:2]:[n;+0:3]>>Cl-P(-Cl)(=O)-[Cl;+0:1].O=[c;+0:2]:[n;+0:3],"[(2, 1)]","{2: 0, 1: 0, 3: 1}"
205,N>>O=C-[N;+0:1],[N;+0:1]>>O=C-[N;+0:1],[1],{1: -1}
206,CCl>>Cl-C(-Cl)(-Cl)-[Cl;+0:1].O-[C;+0:2],[C;+0:2]-[Cl;+0:1]>>Cl-C(-Cl)(-Cl)-[Cl;+0:1].O-[C;+0:2],"[(2, 1)]","{2: 0, 1: 0}"
207,N>>C-O-c1:c:c:c(-C-[N;+0:1]):c(-O-C):c:1,[N;+0:1]>>C-O-c1:c:c:c(-C-[N;+0:1]):c(-O-C):c:1,[1],{1: -1}
208,CI>>O=C1-C-C-C(=O)-N-1-[I;+0:1].[c;+0:2],[I;+0:1]-[c;+0:2]>>O=C1-C-C-C(=O)-N-1-[I;+0:1].[c;+0:2],"[(2, 1)]","{2: 1, 1: 0}"
209,CN>>Cl-[C;+0:1].[n;+0:2],[C;+0:1]-[n;+0:2]>>Cl-[C;+0:1].[n;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
210,NC=O>>C-C(-C)=[O;+0:1].[C;+0:2]#[N;+0:3],[N;+0:3]-[C;+0:2]=[O;+0:1]>>C-C(-C)=[O;+0:1].[C;+0:2]#[N;+0:3],"[(2, 1)]","{2: 0, 3: -2, 1: 0}"
211,O=S>>[O-]-[I+3](-[O-])(-[O-])-[O;-1:1].[S;+0:2],[O;+0:1]=[S;+0:2]>>[O-]-[I+3](-[O-])(-[O-])-[O;-1:1].[S;+0:2],"[(1, 2)]","{2: 0, 1: 0}"
212,CC=O>>Br-[c;+0:1].C1-C-[C;+0:2]-[O;+0:3]-C-1,[c;+0:1]-[C;+0:2]=[O;+0:3]>>Br-[c;+0:1].C1-C-[C;+0:2]-[O;+0:3]-C-1,"[(1, 2)]","{1: 0, 2: 1, 3: 0}"
213,C=CO>>[C;+0:1]#[C;+0:2].[O;+0:3],[C;+0:1]=[C;+0:2]-[O;+0:3]>>[C;+0:1]#[C;+0:2].[O;+0:3],"[(2, 3)]","{3: 1, 2: 0, 1: -1}"
214,O=[SH]O>>[O;+0:1]=[S;+0:2]-[O;-1:3],[O;+0:1]-[S;+0:2]=[O;+0:3]>>[O;+0:1]=[S;+0:2]-[O;-1:3],"[(3, 2)]","{3: 0, 2: 0, 1: -1}"
215,N=C(N)N>>S=[C;+0:1]=[N;+0:2].[N;+0:3].[N;+0:4],[N;+0:4]=[C;+0:1](-[N;+0:3])-[N;+0:2]>>S=[C;+0:1]=[N;+0:2].[N;+0:3].[N;+0:4],"[(1, 4), (1, 3)]","{2: -1, 1: 0, 4: 2, 3: 1}"
216,O>>C=C-C-[O;+0:1],[O;+0:1]>>C=C-C-[O;+0:1],[1],{1: -1}
217,O=CO>>C-C(-C)(-C)-[O;+0:1]-[C;+0:2]=[O;+0:3],[O;+0:3]-[C;+0:2]=[O;+0:1]>>C-C(-C)(-C)-[O;+0:1]-[C;+0:2]=[O;+0:3],"[(2, 1)]","{1: 0, 2: 0, 3: -1}"
218,CC>>C-C1(-C)-O-B(-[c;+0:1])-O-C-1(-C)-C.Cl-[c;+0:2],[c;+0:2]-[c;+0:1]>>C-C1(-C)-O-B(-[c;+0:1])-O-C-1(-C)-C.Cl-[c;+0:2],"[(1, 2)]","{2: 0, 1: 0}"
219,O=S>>C-C(=[O;+0:1])-O-O.[S;+0:2],[O;+0:1]=[S;+0:2]>>C-C(=[O;+0:1])-O-O.[S;+0:2],"[(1, 2)]","{2: 0, 1: 0}"
220,CCl>>Cl-P(-Cl)(=O)-[Cl;+0:1].O-[c;+0:2],[Cl;+0:1]-[c;+0:2]>>Cl-P(-Cl)(=O)-[Cl;+0:1].O-[c;+0:2],"[(2, 1)]","{1: 0, 2: 0}"
221,CNC>>C-[C;+0:1]-O-C(-C)=O.O-[C;+0:2].[N;+0:3],[C;+0:2]-[N;+0:3]-[C;+0:1]>>C-[C;+0:1]-O-C(-C)=O.O-[C;+0:2].[N;+0:3],"[(2, 3), (1, 3)]","{2: 0, 3: 2, 1: -1}"
222,C=N>>C-C(-C)(-C)-O-C(=O)-[N;+0:1].O=[C;+0:2],[C;+0:2]=[N;+0:1]>>C-C(-C)(-C)-O-C(=O)-[N;+0:1].O=[C;+0:2],"[(2, 1)]","{1: 1, 2: 0}"
223,NCCCCN>>[C;+0:1]1-[C;+0:2]-[C;+0:3]-[C;+0:4]-[N;+0:5]-1.[N;+0:6],[N;+0:5]-[C;+0:1]-[C;+0:2]-[C;+0:3]-[C;+0:4]-[N;+0:6]>>[C;+0:1]1-[C;+0:2]-[C;+0:3]-[C;+0:4]-[N;+0:5]-1.[N;+0:6],"[5, (4, 6)]","{5: -1, 1: 0, 2: 0, 3: 0, 4: 0, 6: 1}"
224,C=CC>>C-C-O-P(=O)(-[C;+0:1])-O-C-C.O=[C;+0:2]-[C;+0:3],[C;+0:1]-[C;+0:2]=[C;+0:3]>>C-C-O-P(=O)(-[C;+0:1])-O-C-C.O=[C;+0:2]-[C;+0:3],"[(1, 2)]","{3: 1, 2: 0, 1: 0}"
225,NCN>>[C;+0:1]=[N;+0:2].[N;+1:3],[N;+0:2]-[C;+0:1]-[N;+0:3]>>[C;+0:1]=[N;+0:2].[N;+1:3],"[(1, 3)]","{2: -1, 1: 0, 3: 2}"
226,CC>>C-C(-C)(-C)-O-[C;+0:1].O-C(=O)-[C;+0:2],[C;+0:1]-[C;+0:2]>>C-C(-C)(-C)-O-[C;+0:1].O-C(=O)-[C;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
227,C[N]:[NH]>>C-N(-[C;+0:1])-C=O.[n;+0:2]:[n;+0:3],[C;+0:1]-[n;+0:2]:[n;+0:3]>>C-N(-[C;+0:1])-C=O.[n;+0:2]:[n;+0:3],"[(1, 2)]","{2: 0, 1: 0, 3: 1}"
228,CCN>>[C;+0:1]=[C;+0:2].[N;+0:3],[C;+0:1]-[C;+0:2]-[N;+0:3]>>[C;+0:1]=[C;+0:2].[N;+0:3],"[(2, 3)]","{3: 1, 2: 0, 1: -1}"
229,C>>C-C(-C)(-O)-[C;+0:1],[C;+0:1]>>C-C(-C)(-O)-[C;+0:1],[1],{1: -1}
230,CO>>I-[C;+0:1].[O;+0:2],[C;+0:1]-[O;+0:2]>>I-[C;+0:1].[O;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
231,C[N]:[NH]>>Br-[C;+0:1].[n;+0:2]:[n;+0:3],[C;+0:1]-[n;+0:2]:[n;+0:3]>>Br-[C;+0:1].[n;+0:2]:[n;+0:3],"[(1, 2)]","{3: 1, 2: 0, 1: 0}"
232,CC#N>>C-[N;+0:1](-[C;+0:2])-C=O.Cl-[c;+0:3],[N;+0:1]#[C;+0:2]-[c;+0:3]>>C-[N;+0:1](-[C;+0:2])-C=O.Cl-[c;+0:3],"[(2, 3)]","{3: 0, 2: 3, 1: 0}"
233,CN>>C-N1-C-C-C2(-C-C-1)-C-N(-[C;+0:1])-C-2.[N;+0:2],[C;+0:1]-[N;+0:2]>>C-N1-C-C-C2(-C-C-1)-C-N(-[C;+0:1])-C-2.[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
234,CC>>Br-[c;+0:1].C-O-N(-C)-[C;+0:2],[C;+0:2]-[c;+0:1]>>Br-[c;+0:1].C-O-N(-C)-[C;+0:2],"[(1, 2)]","{2: 0, 1: 0}"
235,CC.O>>Br-[c;+0:1].[C;+0:2]-[O;+0:3],[C;+0:2]-[c;+0:1].[O;+0:3]>>Br-[c;+0:1].[C;+0:2]-[O;+0:3],"[3, (1, 2)]","{3: -1, 1: 0, 2: 0}"
236,CN>>O=S(=O)(-[O-])-C-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>O=S(=O)(-[O-])-C-[C;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
237,CCO>>C-[C;+0:1]-[C;+0:2]-[O;-1:3],[C;+0:1]-[C;+0:2]-[O;+0:3]>>C-[C;+0:1]-[C;+0:2]-[O;-1:3],[1],"{1: -1, 2: 0, 3: -1}"
238,C1CC1>>I-[C;+0:1]-I.[C;+0:2]=[C;+0:3],[C;+0:1]1-[C;+0:2]-[C;+0:3]-1>>I-[C;+0:1]-I.[C;+0:2]=[C;+0:3],"[(1, 2), (1, 3)]","{1: 0, 2: 0, 3: 0}"
239,O>>C-C(-C)(-C)-C(=O)-O-C-[O;+0:1],[O;+0:1]>>C-C(-C)(-C)-C(=O)-O-C-[O;+0:1],[1],{1: -1}
240,Cl.NN>>O=[N;+0:1]-[O-].[Cl;-1:2].[N;+0:3],[N;+0:1]-[N;+0:3].[Cl;+0:2]>>O=[N;+0:1]-[O-].[Cl;-1:2].[N;+0:3],"[(1, 3)]","{3: 1, 1: -2, 2: -1}"
241,CCl>>O=C1-C-C-C(=O)-N-1-[Cl;+0:1].[C;+0:2],[C;+0:2]-[Cl;+0:1]>>O=C1-C-C-C(=O)-N-1-[Cl;+0:1].[C;+0:2],"[(2, 1)]","{2: 1, 1: 0}"
242,CS>>Cl-[C;+0:1].[S;+0:2],[C;+0:1]-[S;+0:2]>>Cl-[C;+0:1].[S;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
243,N>>[N-]=[N+]=[N;+0:1],[N;+0:1]>>[N-]=[N+]=[N;+0:1],[1],{1: -2}
244,NCCCCO>>[C;+0:1]1-[C;+0:2]-[C;+0:3]-[C;+0:4]-[O;+0:5]-1.[N;+0:6],[O;+0:5]-[C;+0:1]-[C;+0:2]-[C;+0:3]-[C;+0:4]-[N;+0:6]>>[C;+0:1]1-[C;+0:2]-[C;+0:3]-[C;+0:4]-[O;+0:5]-1.[N;+0:6],"[5, (4, 6)]","{1: 0, 5: -1, 2: 0, 3: 0, 4: 0, 6: 1}"
245,[Br-]>>O=C1-C-C-C(=O)-N-1-[Br;+0:1],[Br;-1:1]>>O=C1-C-C-C(=O)-N-1-[Br;+0:1],[1],{1: 0}
246,CN>>C-S-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>C-S-[C;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
247,CC=O>>C1-C-C-[O;+0:1]-C-1.N#[C;+0:2].[C;+0:3],[O;+0:1]=[C;+0:2]-[C;+0:3]>>C1-C-C-[O;+0:1]-C-1.N#[C;+0:2].[C;+0:3],"[(2, 3), (2, 1)]","{2: 0, 3: 1, 1: 0}"
248,CNC=O>>O=[C;+0:1]-[O;+0:2]-[C;+0:3].[N;+0:4],[O;+0:2]=[C;+0:1]-[N;+0:4]-[C;+0:3]>>O=[C;+0:1]-[O;+0:2]-[C;+0:3].[N;+0:4],"[(1, 4), (3, 4)]","{4: 2, 1: 0, 2: 0, 3: 0}"
