,Template,Frequency,Class
170,[O;+0:3]-[C;+0:2]=[O;+0:1]>>C-C(-C)(-C)-C-[O;+0:1]-[C;+0:2]=[O;+0:3],1,171
171,[C;+0:1]-[O;+0:2].[O;+0:3]-[C;+0:4]-[C;+0:5]=[C;+0:6]-[C;+0:7]-[O;+0:8]>>Br-[C;+0:1].[O;+0:2].[O;-1:3]-[C;+0:4]-[C;+0:5]=[C;+0:6]-[C;+0:7]-[O;-1:8],1,172
172,[N;+0:1]-[P;+0:2]-[O;+0:3]>>C-[Si](-C)(-C)-[N;-1:1]-[Si](-C)(-C)-C.Cl-[P;+0:2]-Cl.[O;+0:3],1,173
173,[C;+0:1]#[N;+0:2]>>O=[C;+0:1]-[N;+0:2]-c1:c:c:c(-C(=O)-c2:c:c:c:c:c:2):c:c:1,1,174
174,[C;+0:1]-[O;+0:2]>>C-[Si](-C)(-[C;+0:1])-C=[N+]=[N-].[O;-1:2],1,175
175,[C;+0:2]-[C;+0:1]>>C-[Si](-C)(-C)-[C;+0:1]#[C;+0:2],1,176
176,[c;+0:1]-[N;+0:2]>>F-[c;+0:1].O=C-[N;+0:2],1,177
177,[C;+0:1]-[N;+0:3]-[c;+0:4]:[c;+0:5]-[C;+0:6]-[N;+0:7]-[C;+0:8]-[C;+0:9]-[c;+0:10](:[n;+0:11]):[n;+0:12].[Cl;+0:2]>>O-[C;+0:1].[Cl;-1:2].[N;+0:3]-[c;+0:4]:[c;+0:5]-[C;+0:6]-[N;+0:7]-[C;+0:8]-[C;+0:9]-[c;+0:10](:[n;+0:11]):[n;+0:12],1,178
178,[B;+0:2]-[c;+0:1]>>C-[Si](-C)(-C)-[c;+0:1].F-[B;+0:2],1,179
179,[O;+0:2]-[C;+0:1]=[O;+0:3]>>C-C(-C)-N1-C-C-C(-N-[C;+0:1]=[O;+0:2])-C-C-1.C-N-C-C-[O;+0:3],1,180
180,[C;+0:1]-[I;+0:2]>>C-[C;+0:1]-S(=O)(=O)-[O-].[I;-1:2],1,181
181,[F;+0:2]-[c;+0:1]>>Br-[c;+0:1].O=S(=O)(-N-[F;+0:2])-c1:c:c:c:c:c:1,1,182
182,[N;+0:1]-[O;+0:2]>>C-C-O-C(=O)-[N;+0:1].C1-C-C-[O;+0:2]-C-1,1,183
183,[N;-1:1]-[O;+0:2]>>C-C(-C)(-C)-[N;+0:1].[O;+0:2],1,184
184,[C;+0:1]-[C;+0:2]-[N;+0:3]>>Br-C(-C-C-[C;+0:1])-C(=O)-O-C-C.[C;+0:2].[N;+0:3],1,185
185,[N;+0:2]-[c;+0:1]>>C-C(=O)-[c;+0:1].O=[N;+0:2]-[O-],1,186
186,[C;+0:1]=[C;+0:2]-[C;+0:3]>>C-C(-C)(-C)-O-C(=O)-n1:c(-C-N(-C-[C;+0:1](=C)-[C;+0:2])-C2-C-C-C-c3:c:c:c:n:c:3-2):n:c2:c:c:c:c:c:2:1.[C;+0:3],1,187
187,[C;+0:2]-[Cl;+0:1]>>C-C-O-C(=O)-C(-Cl)(-Cl)-[Cl;+0:1].[C;+0:2],1,188
188,[C;+0:1]-[S;+0:2]>>O-[C;+0:1].[S;+0:2]-c1:c:c:c:c:c:1,1,189
189,[C;+0:2]-[O;+0:1]-[C;+0:3]-[C;+0:4]>>C-c1:c:c:c(-S(-O)(=O)=[O;+0:1]):c:c:1.[C;+0:2].[C;+0:3]=[C;+0:4],1,190
190,[C;+0:3]=[C;+0:1]-[c;+0:2]>>C-N(-[C;+0:1])-C=O.O=C-[c;+0:2].[C;+0:3]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,1,191
191,[C;+0:1]#[N;+0:2]>>Cl-[C;+0:1]=O.O-C-C12-C-C-[N;+0:2](-C-C-1)-C-C-2,1,192
192,[O;+0:1]=[C;+0:2]-[c;+0:3]>>C-C-C-C-[Sn](-C-C-C-C)(-C-C-C-C)-C(=C)-[O;+0:1]-[C;+0:2].I-[c;+0:3],1,193
193,[N;+0:6]-[C;+0:2]-[c;+0:3]:[c;+0:4]-[C;+0:5]-[N;+0:1]>>Br-C-C-C-[N;+0:1]1-[C;+0:2]-[c;+0:3]:[c;+0:4]-[C;+0:5]-1.C-C-C-C-C-C-C-C-C=C-C-C-C-C-C-C-C-C-N-C-C-C-N1-C-C-N(-C-C-C-[N;+0:6]-C-C-C-C-C-C-C-C-C=C-C-C-C-C-C-C-C-C)-C-C-1,1,194
194,[N;+0:2]-[c;+0:1]>>O-C(=O)-[c;+0:1].[N-]=[N+]=[N;+0:2],1,195
195,[O;+0:2]-[c;+0:1]>>C-C(=O)-[c;+0:1].O-C=[O;+0:2],1,196
196,[O;+0:1]-[c;+0:2]>>O=S(=O)(-[O-])-O-O-S(=O)(-[O-])=[O;+0:1].[c;+0:2],1,197
197,[C;+0:1]-[C;+0:2]-[N;+0:6]-[C;+0:5]-[C;+0:4]-[C;+0:3]>>[C;+0:1].[C;+0:2]1-[C;+0:3]-[C;+0:4]-[C;+0:5]-[N;+0:6]-1,1,198
198,[I;+0:2]-[c;+0:1]>>F-[c;+0:1].O-C(=O)-C-N(-C-C(-O)=O)-S(=O)(=O)-c1:c:c:c(-O-c2:c:c:c(-[I;+0:2]):c:c:2):c:c:1,1,199
199,[C;+0:1]-[O;+0:2]>>[C;+0:1]-C-c1:c:c:c:c:c:1.[O;+0:2],1,200
200,[C;+0:2]-[C;+0:1]-[F;+0:3]>>Cl-[C;+0:1]-C(=O)-[O-].O=[C;+0:2].[F;-1:3],1,201
201,[c;+0:1]-[c;+0:2]>>Br-[c;+0:1].C-C(-c1:c(-Cl):c:c:c:c:1-Cl)-c1:c:[nH]:c2:n:c:c(-[c;+0:2]):c:c:1:2,1,202
202,[O;+0:1]-[c;+0:2]>>O-c1:c:c:c:c(-[N+](-[O-])=[O;+0:1]):c:1.O=C(-[O-])-O-C-[c;+0:2],1,203
203,[n;+0:5]:[c;+0:4]:[n;+0:3]:[c;+0:2]-[C;+0:1]-[N;+0:6]>>O=[C;+0:1]-[c;+0:2]:[n;+0:3]:[c;+0:4]:[n;+0:5].[N;+0:6],1,204
204,[C;+0:3]=[C;+0:2]-[C;+0:1]-[N;+0:5].[Cl;+0:4]>>[C;+0:1]=[C;+0:2]-[C;+0:3]-[Cl;+0:4].[N;+0:5],1,205
205,[C;+0:1]=[O;+0:2]>>O-N=[C;+0:1].[O-]-N=[O;+0:2],1,206
206,[C;+0:1]-[C;+0:2]-[c;+0:3]>>Br-N(-[C;+0:1]=O)-C(=O)-[C;+0:2].Br-[c;+0:3],1,207
207,[O;+0:1]=[S;+0:3]=[O;+0:2]>>C1-C-C-[O;+0:1]-C-1.[O;-1:2].[S;+0:3],1,208
208,[n;+0:2]:[c;+0:1]=[O;+0:3]>>Br-[c;+0:1]:[n;+0:2].C-C-C-C-[O;+0:3],1,209
209,[C;+0:3]-[C;+0:2]-[N;+0:1]>>C-[Si](-C)(-C)-[N;+0:1].[C;+0:2]=[C;+0:3],1,210
210,[N;+0:2]-[S;+0:1]>>C-[N+](-C)=c1:c:c:n(-[S;+0:1]):c:c:1.[N;+0:2],1,211
211,[O;+0:3]-[C;+0:2]=[O;+0:1]>>C-C(-C)-[O;+0:1].N-[C;+0:2]=[O;+0:3],1,212
212,[C;+0:2]=[O;+0:1]>>C-C-[O;+0:1]-C(-C)=O.C-O-C(=O)-N-N=[C;+0:2],1,213
213,[C;+0:1]-[S;+0:2]>>Br-[C;+0:1].C=C-C-C-C-C-[S;+0:2],1,214
214,[C;+0:2]-[O;+0:4]-[C;+0:3]-[O;+0:1]>>C-C(-C)(-[O;+0:1])-O-[C;+0:2].[C;+0:3]=[O;+0:4],1,215
215,[S;+0:1]-[c;+0:2]>>C-C-O-C(=O)-C-C-[S;+0:1].F-[c;+0:2],1,216
216,[O;+0:2]-[C;+0:1]=[O;+0:3]>>C-[C;+0:1]=[O;+0:2].O-C(=O)-[O;-1:3],1,217
217,[N;+0:1]-[C;+0:2]>>O-C-C-O-C-C-[N;+0:1].O-[C;+0:2],1,218
218,[C;+0:2]-[O;+0:1]>>C-C(=[O;+0:1])-O-C-C(-O)=O.C1-C-[C;+0:2]-1,1,219
219,[c;+0:1]-[N;+0:4]-[C;+0:3]=[C;+0:2]>>Cl-[c;+0:1].[C;+0:2]-[C;+0:3]=[N;+0:4],1,220
220,[O;+0:2]=[C;+0:3]-[N;+0:4]-[c;+0:1]>>N-[c;+0:1].O-C(=O)-[O;-1:2].[C;+0:3]#[N;+0:4],1,221
221,[O;+0:1]=[c;+0:3]:[n;+0:2]>>[O;-1:1].[n;+0:2]:[c;+0:3]-S-c1:c:c:c:c:c:1,1,222
222,[C;+0:3]-[C;+0:1]-[C;+0:2]=[C;+0:4]>>O-[C;+0:1]-[C;+0:2](-[C;+0:3])-[C;+0:4],1,223
223,[O;+0:2]-[c;+0:1]>>O-B(-O)-[c;+0:1].O-c1:c:c:c:c(-[O;+0:2]):c:1,1,224
224,[C;+0:2]-[C;+0:3]-[O;+0:1]>>O-B(-[O;+0:1])-c1:c:c:c:s:1.[C;+0:2]=[C;+0:3],1,225
225,[O;+0:2]=[C;+0:1]-[n;+0:3]>>O=[C;+0:1]-[O;-1:2].[n;+0:3],1,226
226,[C;+0:2]-[c;+0:1]>>Cl-[c;+0:1].[C;+0:2]-c1:c:c:c:c(-N-c2:c:c:c:c:c:2):c:1,1,227
227,[C;+0:1]-[c;+0:2]>>[C;+0:1]-c1:n:c:c2:n:1-C-C-C-C-2.[c;+0:2],1,228
228,[N;+0:1]-[N;+0:3]-[C;+0:2]>>C-C-C-C-O-[N;+0:1].[C;+0:2]=[N;+0:3],1,229
229,[O;+0:1]-[C;+0:9]-[N;+0:8]-[C;+0:7]-[C;+0:6]-[c;+0:5]:[n;+0:4]:[c;+0:3]:[n;+0:2]>>[O;+0:1].[n;+1:2]:[c;+0:3]:[n;+0:4]1:[c;+0:5]-[C;+0:6]-[C;+0:7]-[N;+0:8]-[C;+0:9]-1,1,230
230,[Br;+0:2]-[C;+0:1]>>C-N(-[C;+0:1])-C-C=C-C#C-C(-C)(-C)-C.O=C1-C-C-C(=O)-N-1-[Br;+0:2],1,231
231,[Cl;+0:2]-[Si;+0:1]>>C-C-N(-[Si;+0:1])-C-C.[Cl;+0:2],1,232
232,[C;+0:1]1-[C;+0:2]-[C;+0:3]-1>>C1-C-O-[C;+0:1]-O-1.C1-C-O-[C;+0:2]-[C;+0:3]-O-1,1,233
233,[N;+0:3]-[C;+0:2]=[O;+0:1]>>C-C-N1-C-C-N(-C-c2:c:c:c(-N-C(=O)-c3:c:c:c(-C):c(-[N+](-[O-])=[O;+0:1]):c:3):c:c:2-C(-F)(-F)-F)-C-C-1.Cl-[C;+0:2].[N;+0:3],1,234
234,[C;+0:1]=[C;+0:2]-[O;+0:3]>>C-C(-C)(-O)-c1:c:c:c:c(-[C;+0:1](-C)(-O)-[C;+0:2]):c:1.[O;+0:3],1,235
235,[N;+0:2]-[C;+0:1]-[n;+0:3]>>C-C-O-[C;+0:1]-O-C-C.[N;+0:2].[n;+0:3],1,236
236,[C;+0:2]-[N;+0:4]-[C;+0:3](-[N;+0:5])=[O;+0:1]>>O=S(=[O;+0:1])(-C1-C-C-N-C-1)-c1:c:c:c:c:c:1.[C;+0:2]-[C;+0:3]-[N;+0:4].[N;+0:5],1,237
237,[C;+0:2]-[C;+0:3](-[C;+0:1])=[C;+0:4]>>Br-[C;+0:1].[C;+0:2]=[C;-1:3]-[C;+0:4],1,238
238,[O;+0:2]=[N;+1:1]-[C;+0:3]>>O=[N;+1:1]-[O;-1:2].[C;+0:3],1,239
239,[C;+0:2]-[N;+0:3]-[C;+0:1]>>C-[C;+0:1](-O)=O.O=[C;+0:2].[N;+0:3],1,240
240,[C;+0:3]-[O;+0:2]-[S;+0:1]=[O;+0:4]>>Cl-[S;+0:1]=[O;+0:2].N#C-[C;+0:3].[O;+0:4],1,241
241,[C;+0:2]-[C;+0:1]>>N-C(-[C;+0:1])-C(-O)=O.[C;+0:2],1,242
242,[O;+0:2]=[C;+0:6]-[c;+0:7]:[c;+0:8]-[C;+0:3]-[C;+0:4]-[N;+0:5]-[c;+0:1]>>F-[c;+0:1].O=C(-[O-])-[O;-1:2].[C;+0:3]1-[C;+0:4]-[N;+0:5]-[C;+0:6]-[c;+0:7]:[c;+0:8]-1,1,243
243,[C;+0:1]-[N;+0:2]>>C-C-C-[C;+0:1].[N;+0:2],1,244
244,[c;+0:2]-[c;+0:1]>>Cl-C(=O)-[c;+0:1].N-[c;+0:2],1,245
245,[C;+0:1]-[O;+0:2]>>C-[C;+0:1]-N-C(-C)-C.[O;+0:2],1,246
246,[C;+0:1]-[C;+0:3]=[O;+0:2]>>C-C-[Al](-[C;+0:1])-C-C.C-[O;+0:2]-[C;+0:3]=O,1,247
247,[C;+0:1]=[O;+0:2]>>Br-[C;+0:1]-Br.C1-C-C-[O;+0:2]-C-1,1,248
248,[F;+0:2]-[C;+0:1]-[O;+0:3]>>C1-O-C-O-[C;+0:1]-O-1.[F;-1:2].[O;+0:3],1,249
249,[C;+0:1]-[C;+0:2]=[N;+0:3]>>O=[C;+0:1].O=[C;+0:2](-[O-])-[O-].[N;+0:3],1,250
250,[C;+0:2]=[N;+0:1]-[O;+0:3]>>O-[N;+0:1].O=[C;+0:2].[O;+0:3]-C-c1:c:c:c:c:c:1,1,251
251,[C;+0:1]-[N;+0:2]>>C-[C;+0:1](-O)-C-C1-C-N-C-C-N-1.[N;+0:2],1,252
252,[C;+0:1]-[c;+0:2]>>F-C(-F)(-F)-[C;+0:1]=O.[c;+0:2],1,253
253,[Cl;+0:1]-[c;+0:2]>>C-O-C(=O)-c1:c:c:c:c(-[Cl;+0:1]):c:1-N.[c;+0:2],1,254
254,[C;+0:1]-[O;+0:2]>>[C;+0:1]-c1:c:c:c:c:c:1.[O;-1:2],1,255
255,[C;+0:2]-[C;+0:1]>>C-C(=O)-O-C-[C;+0:1].O-[C;+0:2],1,256
256,[C;+0:2]-[S;+0:1]>>Cl-C-[S;+0:1].c1:c:c:c(-[C;+0:2](-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:c:1,1,257
257,[N;+0:3]=[C;+0:2]-[c;+0:1]>>N=C(-[c;+0:1])-S-c1:c:c:c:c:c:1.S=[C;+0:2]-[N;+0:3],1,258
258,[C;+0:2]-[c;+0:1]>>C-N(-C)-[c;+0:1].[C;+0:2]-[Mg+],1,259
259,[F;+0:1]-[c;+0:2]>>C-S(=O)(=O)-O-C-c1:c:c:c(-[F;+0:1]):n:c:1.[c;+0:2],1,260
260,[Cl;+0:1]-[c;+0:2]>>C-C(=O)-c1:c:c:c:n:c:1-[Cl;+0:1].[c;+0:2],1,261
261,[C;+0:2]-[O;+0:1]>>C-[O;+0:1]-c1:c(-C):c:[n+](-[O-]):c(-C):c:1-C.Cl-[C;+0:2],1,262
262,[Cl;+0:3].[N;+0:4]-[C;+0:2]=[O;+0:1]>>Cl-C(=O)-[O;+0:1]-[C;+0:2](-Cl)-[Cl;+0:3].[N;+0:4],1,263
263,[S;+0:2]-[c;+0:1]>>S-c1:c:c:c(-S-[c;+0:1]):c:c:1.[S;+0:2],1,264
264,[N;+0:2]-[C;+0:1]-[N;+0:3]>>O-[C;+0:1]-C-S-c1:c:n:c(-N-C(=O)-N(-C-C-c2:c:c:c:c:c:2)-C2-C-C-C-C-C-2):s:1.[N;+0:2].[N;+0:3],1,265
265,[O;+0:1]=[S;+0:2]>>C-S(=[O;+0:1])-c1:n:c:c2:c(-C):c(-I):c(=O):n(-C3-C-C-C-C-3):c:2:n:1.[S;+0:2],1,266
266,[C;+0:2]-[O;+0:1]-[C;+0:3]>>C-S(=O)(=[O;+0:1])-O-C-C-c1:c:c:c:c(-N2-C-C-O-C-2=O):c:1.[C;+0:2]-N-[C;+0:3],1,267
267,[C;+0:1]-[N;+0:2]>>C-C(-C)-n1:n:c:n:c:1-c1:n:c2:c(:s:1)-C-C-O-c1:c:c(-C3-C-N(-[C;+0:1])-C-3):c:c:c:1-2.[N;+0:2],1,268
268,[C;+0:1]-[O;+0:4]-[C;+0:3]=[C;+0:2]>>C-C-O-[C;+0:1].[C;+0:2]-[C;+0:3]=[O;+0:4],1,269
269,[N;+1:1]-[C;+0:3]-[C;+0:2]>>C-[N;+1:1].[C;+0:2]=[C;+0:3],1,270
270,[C;+0:1]-[O;+0:4]-[C;+0:3]=[O;+0:2]>>Cl-C(-Cl)(-Cl)-C(=N)-O-[C;+0:1].[O;+0:2]-[C;+0:3]=[O;+0:4],1,271
271,[O;+0:3]-[C;+0:2]=[O;+0:1]>>C-C(-C)(-C)-[O;+0:1]-C(=O)-N-C(-C-C-O-c1:c:c:c:c(-C#N):c:1)-C(=O)-O-C-c1:c:c:c:c:c:1.N#C-c1:c:c:c:c(-O-C-C-C(-N-[C;+0:2]=[O;+0:3])-C(=O)-O-C-c2:c:c:c:c:c:2):c:1,1,272
272,[C;+0:4]-[c;+0:1]:[c;+0:2]:[c;+0:3]-[c;+0:5]>>Cl-[c;+0:1]:[c;+0:2]:[c;+0:3]-[C;+0:4].O-B(-O)-[c;+0:5],1,273
273,[O;+0:1]-[C;+0:2]-[C;+0:3]-[S;+0:4]>>Cl-c1:c:c:c:c(-C(=O)-O-[O;+0:1]):c:1.[C;+0:2]=[C;+0:3].[S;+0:4],1,274
274,[Cl;+0:1]-[c;+0:2]>>Cl-C(-Cl)(-Cl)-[Cl;+0:1].O-[c;+0:2],1,275
275,[C;+0:2]-[C;+0:1]-[C;+0:3]>>N-c1:n:c(-O-[C;+0:1]2-C-C-C-C-2):n:c2:c:1:n:c:n:2-C1-C-C-C-C-O-1.[C;+0:2]-[C;+0:3],1,276
276,[C;+0:1]=[O;+0:2]>>N=[C;+0:1].O=C(-[O-])-[O;-1:2],1,277
277,[C;+0:1]-[C;+0:3]=[N;+0:4]-[C;+0:2]>>Cl-[C;+0:1].Cl-[C;+0:2].[C;+0:3]#[N;+0:4],1,278
278,[C;+0:1]-[C;+0:2]=[C;+0:3]>>C-C-O-[C;+0:1]=O.[C;+0:2]-[C;+0:3]-[O-],1,279
279,[c;+0:1]-[S;+0:2]>>Br-[c;+0:1].[S;+0:2]-S-c1:c:c:c:c:c:1,1,280
280,[C;+0:2]1-[C;+0:3]-[O;+0:1]-1>>C=C-C(=O)-[O;+0:1].[C;+0:2]=[C;+0:3],1,281
281,[I;+0:1]-[c;+0:2]>>Br-c1:c:c:c(-N):c(-[I;+0:1]):c:1.F-[c;+0:2],1,282
282,[C;+0:2]=[O;+0:1]>>O-S(=O)(=O)-[O;-1:1].[C;+0:2],1,283
283,[c;+0:1]-[C;+0:3]=[C;+0:2]>>Br-[c;+0:1].C-O-C-C-O-[C;+0:2]-[C;+0:3]-O-C,1,284
284,[Br;+0:1]-[c;+0:2]>>Br-N1-C(=O)-N(-[Br;+0:1])-C(=O)-C-1(-C)-C.[c;+0:2],1,285
285,[C;+0:1]-[C;+0:3]-[C;+0:2]-[N;+0:4]>>[C;+0:1]-[Li].[C;+0:2]1-[C;+0:3]-[N;+0:4]-1,1,286
286,[N;+0:4]-[S;+0:1](=[O;+0:3])-[O;-1:2]>>N-[S;+0:1](=[O;+0:2])-[O;-1:3].[N;+0:4],1,287
287,[C;+0:1]-[O;+0:2]>>O=C(-[O-])-C-[C;+0:1].[O;-1:2],1,288
288,[O;+0:5]-[C;+0:6]-[C;+0:4](-[O;+0:2])-[C;+0:3]-[O;+0:1]>>[O;+0:1].[O;+0:2]-[C;+0:3]-[C;+0:4]1-C-[O;+0:5]-[C;+0:6]-1,1,289
289,[C;+0:1]-[N;+0:2]>>C-c1:c:c:c:c(-C):c:1-N-C-C(=O)-N-[C;+0:1].[N;+0:2],1,290
290,[F;+0:1]-[c;+0:2]>>Cl-c1:c:c(-N-c2:n:c:n:c3:c:c:c(-N):c:c:2:3):c:c:c:1-O-C-c1:c:c:c:c(-[F;+0:1]):c:1.F-c1:c:c:c:c(-C-O-[c;+0:2]):c:1,1,291
291,[Br;+0:2].[N;+0:4]-[C;+0:1]-[c;+0:3]>>C-N(-C)-[C;+0:1].[Br;+0:2]-[c;+0:3].[N;+0:4],1,292
292,[C;+0:3]-[C;+0:2]-[C;+0:1]-[c;+0:4]>>[C;+0:1].[C;+0:2]=[C;+0:3]-[c;+0:4],1,293
293,[C;+0:1]-[O;+0:2]>>Br-[C;+0:1].C-c1:c:c:c(-S(=O)(-[O-])=[O;+0:2]):c:c:1,1,294
294,[C;+0:1]-[c;+0:2]>>C-C-[Zn]-[C;+0:1].C-S(=O)(=O)-[c;+0:2],1,295
295,[O;+0:1]=[c;+0:2]:[n;+0:3]>>Cl-c1:c:c:c:c(-C(=[O;+0:1])-O-O):c:1.[c;+0:2]:[n;+0:3],1,296
296,[C;+0:2]=[C;+0:1]-[C;+0:3]-[O;+0:4]>>C-C-O-[C;+0:1]-[C;+0:2].C-N(-[C;+0:3])-C=O.[O;+0:4],1,297
297,[C;+0:1]-[C;+0:2]-[O;+0:3]>>[C;+0:1].[C;+0:2].[O;+0:3],1,298
298,[Si;+0:1]-[O;+0:2]-[P;+0:3]>>Cl-[Si;+0:1].[O;+0:2]=[P;+0:3],1,299
299,[C;+0:2]-[C;+0:1]>>C-O-C(=O)-O-C(-C)(-C)-C-N-[C;+0:1].[C;+0:2],1,300
300,[O;+0:1]=[C;+0:2](-[O;+0:3])-[c;+0:4]:[c;+0:5]:[c;+0:6]-[C;+0:7]-[c;+0:8]:[o;+0:9]:[c;+0:10]-[S;+0:11]-[c;+0:12](:[n;+0:13]):[n;+0:14]>>C-C-[O;+0:1]-[C;+0:2](=[O;+0:3])-[c;+0:4]:[c;+0:5]:[c;+0:6]-[C;+0:7]-[c;+0:8]:[o;+0:9]:[c;+0:10]-[S;+0:11]-[c;+0:12](:[n;+0:13]):[n;+0:14],1,301
301,[O;+0:1]=[C;+0:5]-[N;+0:4]-[C;+0:3]-[C;+0:2]-[O;+0:6]>>C-C-[O;+0:1].[C;+0:2]1-[C;+0:3]-[N;+0:4]=[C;+0:5]-[O;+0:6]-1,1,302
302,[c;+0:1]-[c;+0:2]>>F-c1:c:c(-F):c:c(-[c;+0:1]):c:1.O-B(-O)-[c;+0:2],1,303
303,[C;+0:2]-[N;+0:1]-[O;+0:3]>>O-[N;+0:1].[C;+0:2]-O-c1:c:c:c:c:c:1.[O;-1:3],1,304
304,[N;+0:2]-[C;+0:1](-[N;+0:4])=[N;+0:3].[O;-1:5]-[S;+0:6]-[O;-1:7]>>C-S-[C;+0:1](=[N;+0:2])-[N;+0:3].[N;+0:4].[O;+0:5]-[S;+0:6]-[O;+0:7],1,305
305,[C;+0:1]-[c;+0:2]>>C-C-O-c1:c:c(-C-c2:c:n:c(-N):n:c:2-N):c:c(-O-[C;+0:1]):c:1-c1:c:c:c(-O):c:c:1.[c;+0:2]-O-C-C1-C-C-1,1,306
306,[N;+0:2]-[C;+0:3](-[N;+0:4])=[O;+0:1]>>F-C(-F)(-F)-C(=O)-[O;+0:1].[N;+0:2]=[C;+0:3]=[N;+0:4],1,307
307,[C;+0:1]-[N;+0:4]-[C;+0:3]=[N;+0:2]>>O=[N+](-[O-])-c1:c:c:c(-O-[C;+0:1]):c:c:1.[N;+0:2]-[C;+0:3]=[N;+0:4],1,308
308,[C;+0:1]-[C;+0:2]>>C-c1:c:c:c(-S(=O)(=O)-O-[C;+0:1]):c:c:1.[C;+0:2]-[Li],1,309
309,[O;+0:1]-[C;+0:2]-[O;+0:3]>>O=N-[O;+0:1].[C;+0:2].[O;+0:3],1,310
310,[C;+0:2]-[C;+0:1]>>O-C-c1:c:n:n(-[C;+0:1](-c2:c:c:c:c:c:2)(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:1.[C;+0:2],1,311
311,[O;+0:2]=[C;+0:3]-[c;+0:1]>>C-C-O-C(=O)-[c;+0:1].C-C-[O;+0:2]-[C;+0:3],1,312
312,[C;+0:1]-[c;+0:2]>>C-[S+](-C)(=O)-[C;+0:1].[c;+0:2],1,313
313,[N;+0:16]-[C;+0:15]-[C;+0:14]-[C;+0:13]-[C;+0:12]-[C;+0:11]-[C;+0:10]-[C;+0:9]-[C;+0:8]-[C;+0:7]-[C;+0:6]-[C;+0:5]-[C;+0:4](=[O;+0:2])-[O;+0:3]-[O;+0:1]>>O-[O;+0:1].[O;+0:2].[O;+0:3]=[C;+0:4]1-[C;+0:5]-[C;+0:6]-[C;+0:7]-[C;+0:8]-[C;+0:9]-[C;+0:10]-[C;+0:11]-[C;+0:12]-[C;+0:13]-[C;+0:14]-[C;+0:15]-[N;+0:16]-1,1,314
314,[S;+0:1]-[c;+0:2]>>C-C-C-C-C(-C-C)-C-O-C(=O)-C-C-[S;+0:1].I-[c;+0:2],1,315
315,[F;+0:1]-[c;+0:2]>>Br-c1:c:c:c(-C(=O)-N2-C-C-C-2):c(-[F;+0:1]):c:1.[c;+0:2],1,316
316,[N;+0:3]-[C;+0:1]=[O;+0:2]>>O=[C;+0:1]-[O;+0:2]-N1-C(=O)-C-C-C-1=O.[N;+1:3],1,317
317,[C;+0:1]-[c;+0:2]>>C-C-c1:c:[nH]:c(-[C;+0:1]):c:1.[c;+0:2],1,318
318,[C;+0:2]#[C;+0:1]-[C;+0:3]-[O;+0:4]>>Br-[C;+0:1]-[C;+0:2].[C;+0:3]=[O;+0:4],1,319
319,[c;+0:1]-[C;+0:2]>>C-[c;+0:1].[C;+0:2]-[Li],1,320
320,[C;+0:2]-[N;+0:3]-[C;+0:1]>>Cl-[C;+0:1].O-[C;+0:2](=O)-[O-].[N;+0:3],1,321
321,[Br;-1:1].[C;+0:2]-[N;+1:3]>>[Br;+0:1]-[C;+0:2]-C1-C-C-1.[N;+0:3],1,322
322,[C;+0:1]=[N;+0:2]>>C-C-C-C-S-[C;+0:1].[N;+0:2],1,323
323,[O;+0:1]-[P;+0:2]>>C-c1:c:c(-C(-C)(-C)-C):c(-O-P(-[O;+0:1])-O-[P;+0:2]):c(-C(-C)(-C)-C):c:1,1,324
324,[C;+0:1]=[O;+0:2]>>C-C(=O)-[C;+0:1].[O;-1:2],1,325
325,[N;+0:2]=[S;+0:3]=[O;+0:1]>>I-[O;+0:1]-C(=O)-C-c1:c:c:c:c:c:1-C-C(=O)-[O-].[N;+0:2].[S;+0:3],1,326
326,[c;+0:1]-[C;+0:2]-[O;+0:3]>>Br-[c;+0:1].[O-]-[C;+0:2]-[O;-1:3],1,327
327,[C;+0:1]-[c;+0:2]>>C-c1:c:c:c(-[C;+0:1]):n:c:1.Cl-[c;+0:2],1,328
328,[C;+0:1]-[N;+0:2]>>C-C(-C)-N(-[C;+0:1])-C(-C)-C.[N;+0:2],1,329
329,[C;+0:2]-[O;+0:1]>>C-[O;+0:1].F-C(-F)(-F)-[C;+0:2],1,330
330,[Cl;+0:2]-[c;+0:1]>>C-O-c1:c:c:c(-N(-C)-[c;+0:1]):c:c:1.Cl-P(-Cl)(=O)-[Cl;+0:2],1,331
331,[N;+0:11]-[C;+0:1]-[C;+0:2]-[N;+0:3]-[C;+0:4]-[C;+0:5]-[C;+0:6]-[N;+0:7]-[c;+0:8](:[n;+0:9]):[n;+0:10]>>O=[C;+0:1]-[C;+0:2]-[N;+0:3]-[C;+0:4]-[C;+0:5]-[C;+0:6]-[N;+0:7]-[c;+0:8](:[n;+0:9]):[n;+0:10].[N;+0:11]-C-c1:c:c:c:c:c:1,1,332
332,[O;+0:3]=[C;+0:2]-[c;+0:1]>>O=C(-[O-])-O-[c;+0:1].O=[C;+0:2]-[O;+0:3]-c1:c:c:c:c:c:1,1,333
