,Template,edit_site,change_H,change_C,change_S,Frequency
434,[c:2]1:[c:3]:[n:5]:[n:4]:[n:1]:1>>[N:1].[C:2]#[C:3].C-[Si](-C)(-C)-N=[N:4]=[N:5]_20000_0001-1_00000,"{'A': [], 'B': [(1, 4), (3, 5), (1, 2)], 'C': [], 'R': []}","{4: 0, 5: 0, 3: 0, 2: 0, 1: 2}","{4: 1, 5: -1, 3: 0, 2: 0, 1: 0}","{4: 0, 5: 0, 3: 0, 2: 0, 1: 0}",1
435,[Sn:1]-[c:2]>>Cl-[Sn:1].I-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",2
436,[N:1]-[C:2]>>[N:1].C=C1-C-N-C(-O-[C:2])-O-1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
437,[n:1]>>C-C(=O)-[n:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},15
438,[c:1]-[Sn:2]>>[c:1].Br-[Sn:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
439,[N:4]-[c:3](:[n:1]):[n:2]>>[N:1].[N:2].S=[C:3]=[N:4]_120-1_0000_0000,"{'A': [], 'B': [(1, 3), (2, 3)], 'C': [], 'R': []}","{3: 0, 4: -1, 1: 1, 2: 2}","{3: 0, 4: 0, 1: 0, 2: 0}","{3: 0, 4: 0, 1: 0, 2: 0}",7
440,[N:1]-[C:2]>>[N:1].C-S(=O)(=O)-O-[C:2]_10_00_01,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 1, 1: 0}",2
441,[O:1]>>O-[O:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
442,[O:4]-[c:3](:[c:1]):[c:5]:[c:6]:[n:2]>>[c:1].[N:2].C-C-O-[C:3](=[O:4])-[C:5]-[C:6]=O_120-110_000000_000000,"{'A': [], 'B': [(1, 3), (2, 6)], 'C': [], 'R': []}","{3: 0, 4: -1, 5: 1, 6: 0, 2: 2, 1: 1}","{3: 0, 4: 0, 5: 0, 6: 0, 2: 0, 1: 0}","{3: 0, 4: 0, 5: 0, 6: 0, 2: 0, 1: 0}",4
443,[C:1]-[C:2]>>O-B(-O)-[C:1].F-C(-F)(-F)-S(=O)(=O)-O-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
444,[C:1]-[O:2]>>C-C-O-C(=O)-O-[C:1]=[O:2]_-2-1_00_00,"{'A': [1], 'B': [], 'C': [], 'R': []}","{1: -2, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
445,[C:1]-[c:2]>>Cl-[C:1].I-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",2
446,[C:1]-[c:2]>>I-[C:1].O-B(-O)-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",4
447,[C:2]1-[C:3]-[O:1]-1>>C-C(-C)(-C)-O-[O:1].[C:2]=[C:3]_100_000_000,"{'A': [], 'B': [(1, 2), (1, 3)], 'C': [], 'R': []}","{1: 1, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",3
448,[c:1]-[B:2]>>I-[c:1].C-C1(-C)-O-B(-[B:2])-O-C-1(-C)-C_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",4
449,[C:1]-[S:3]=[O:2]>>I-[C:1].[O:2]-[S:3]_010_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 0, 3: 0, 2: 1}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",1
450,[C:1]-[Cl:2]>>O-[C:1].Cl-C(-Cl)(-Cl)-[Cl:2]_00_00_20,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 2}",2
451,[O:1].[O:2]>>C-C1(-C)-[C@@H]2-C-[C@@H](-[O:1])-[C@@](-C)(-[O:2])-[C@H]-1-C-2_-1-1_00_00,"{'A': [1, 2], 'B': [], 'C': [], 'R': []}","{1: -1, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",2
452,[C:1]1-[C:2]-[C:3]-1>>I-[C:1]-I.[C:2]=[C:3]_000_000_000,"{'A': [], 'B': [(1, 2), (1, 3)], 'C': [], 'R': []}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",6
453,[S:1]=[O:2]>>[S:1].Cl-c1:c:c:c:c:c:1-C(=O)-O-[O:2]_01_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 1, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",2
454,[C:1]-[c:2]>>Cl-[C:1].C-C1(-C)-O-B(-[c:2])-O-C-1(-C)-C_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",3
455,[S:1]>>C-N(-C)-C(=O)-[S:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
456,[S:1]>>Cl-[S:1](=O)=O_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},7
457,[C:3]-[C:4](-[N:1])-[C:2](-[C:5])-[C:6]>>[N:1].O=[C:2](-[C:3])-[C:4](-[C:5])-[C:6]_1-10000_000000_000000,"{'A': [], 'B': [(2, 5), (2, 6), (1, 4), (3, 4)], 'C': [], 'R': []}","{2: -1, 5: 0, 4: 0, 1: 1, 3: 0, 6: 0}","{2: 0, 5: 0, 4: 0, 1: 0, 3: 0, 6: 0}","{2: 0, 5: 0, 4: 0, 1: 0, 3: 0, 6: 0}",1
458,[O:1]=[P:2]>>C-C-C-C-C(-Cl)=[O:1].O-c1:c:c:c(-[N+](=O)-[O-]):c:c:1-C-[P:2]_00_01_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 1}","{1: 0, 2: 0}",1
459,[C:1]>>F-[C:1]_-1_0_1,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 1},1
460,[N:1]-[C:2]>>[N:1].C-S(=O)(=O)-O-[C:2]_00_-10_01,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: -1}","{2: 1, 1: 0}",4
461,[N:1]=[C:2]>>[N:1].S=[C:2]_20_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 2}","{2: 0, 1: 0}","{2: 0, 1: 0}",2
462,[c:1]:[n:2]:[c:3]:[n:4]>>O=[C:1].[N:2]-[C:3]=[N:4]_0200_0000_0000,"{'A': [], 'B': [(1, 2)], 'C': [(4, 3), (3, 4)], 'R': []}","{1: 0, 4: 0, 3: 0, 2: 2}","{1: 0, 4: 0, 3: 0, 2: 0}","{1: 0, 4: 0, 3: 0, 2: 0}",5
463,[c:1]:[c:2]:[c:3]>>Br-[c:1].[C:2]=[C:3]_010_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 3: 0, 2: 1}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",2
464,[Si:1]>>Cl-[Si:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},2
465,[C:1]-[P:3]=[O:2]>>Cl-[C:1].C-[O:2]-[P:3]_000_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",2
466,[O:1]-[C:2]>>[O:1].C-S(=O)(=O)-O-[C:2]_00_-10_02,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: -1}","{2: 2, 1: 0}",1
467,[C:2]-[N:1]-[C:3]>>[N:1].I-[C:2].I-[C:3]_200_000_000,"{'A': [], 'B': [(1, 2), (1, 3)], 'C': [], 'R': []}","{2: 0, 3: 0, 1: 2}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",3
468,[C:9]-[C:3](-[N:7])-[C:5]-[C:11].[C:1]-[C:10]-[C:8](-[N:4])-[C:2]-[C:6]>>[C:1]-[C:2]-[C:3](-[N:4])-[C:5]-[C:6].C-C(-C)(-C)-O-C(=O)-[N:7]-[C:8](-[C:9])-[C:10]-[C:11]_000000-10000_00000000000_00000001000,"{'A': [], 'B': [(3, 7), (3, 9), (5, 11), (4, 8), (2, 8), (1, 10), (2, 6)], 'C': [], 'R': []}","{7: -1, 3: 0, 5: 0, 11: 0, 4: 0, 8: 0, 10: 0, 1: 0, 6: 0, 2: 0, 9: 0}","{7: 0, 3: 0, 5: 0, 11: 0, 4: 0, 8: 0, 10: 0, 1: 0, 6: 0, 2: 0, 9: 0}","{7: 0, 3: 0, 5: 0, 11: 0, 4: 0, 8: 1, 10: 0, 1: 0, 6: 0, 2: 0, 9: 0}",1
469,[C:6]-[N:11]-[C:18](-[C:10])-[C:8]-[N:7]-[C:12].[C:1]-[C:17]-[C:9](-[C:4])-[N:5]-[C:3]1-[C:2]-[C:15]-[O:16]-[C:14]-[C:13]-1-[O:19]>>[C:1]-[C:2]-[C:3](-[C:4])-[N:5].[C:6]-[N:7]-[C:8]-[C:9](-[C:10])-[N:11]-[C:12].O=[C:13]1-[C:14]-[C:15]-[O:16]-[C:17]-[C:18]-1-[O:19]_000010000000-1000000_0000000000000000000_0010000000000000000,"{'A': [], 'B': [(13, 19), (3, 13), (14, 16), (2, 15), (5, 9), (4, 9), (9, 17), (1, 17), (6, 11), (11, 18), (8, 18), (10, 18), (7, 12)], 'C': [], 'R': []}","{13: -1, 19: 0, 14: 0, 16: 0, 15: 0, 2: 0, 3: 0, 5: 1, 9: 0, 17: 0, 1: 0, 6: 0, 11: 0, 18: 0, 8: 0, 7: 0, 12: 0, 10: 0, 4: 0}","{13: 0, 19: 0, 14: 0, 16: 0, 15: 0, 2: 0, 3: 0, 5: 0, 9: 0, 17: 0, 1: 0, 6: 0, 11: 0, 18: 0, 8: 0, 7: 0, 12: 0, 10: 0, 4: 0}","{13: 0, 19: 0, 14: 0, 16: 0, 15: 0, 2: 0, 3: 1, 5: 0, 9: 0, 17: 0, 1: 0, 6: 0, 11: 0, 18: 0, 8: 0, 7: 0, 12: 0, 10: 0, 4: 0}",1
470,[c:1]-[c:2]>>Br-[c:1].Br-[Zn]-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
471,[c:1]-[C:2]>>Cl-[c:1].I-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",2
472,[O:1]>>C-C-[Si](-[O:1])(-C-C)-C-C_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},3
473,[c:1]-[C:2]>>[c:1].Br-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",6
474,[c:4]1:[n:5]:[c:1]:[c:2]:[n:3]:1>>Br-[C:1]-[C:2]=O.[N:3]-[C:4]=[N:5]_10200_00000_00000,"{'A': [], 'B': [(2, 3), (1, 5)], 'C': [], 'R': []}","{2: 0, 1: 1, 5: 0, 4: 0, 3: 2}","{2: 0, 1: 0, 5: 0, 4: 0, 3: 0}","{2: 0, 1: 0, 5: 0, 4: 0, 3: 0}",1
475,[C:1]-[N:2]>>Cl-[C:1].O=C1-[N:2]-C(=O)-c2:c:c:c:c:c:2-1_0-1_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
476,[C:1]-[C:2]>>C-C1(-C)-O-B(-[C:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
477,[C:1]-[C:2]>>Cl-[C:1].[C:2]-[Zn+]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
478,[c:1]-[C:2]>>[Mg+]-[c:1].Br-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
479,[c:1]-[C:2]>>I-[c:1].C-B1-O-B(-C)-O-B(-[C:2])-O-1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",2
480,[c:1]-[c:2]>>Br-[c:1].[c:2]-B1-O-C-C-O-1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
481,[c:1]-[C:2]>>Br-[c:1].C-C-[Si](-[C:2])(-C-C)-C-C_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
482,[O:2]=[N:1]-[O:3]>>[N:1].[O:2]-[O:3]_211_-101_000,"{'A': [], 'B': [(1, 2), (1, 3)], 'C': [], 'R': []}","{1: 2, 2: 1, 3: 1}","{1: -1, 2: 0, 3: 1}","{1: 0, 2: 0, 3: 0}",1
483,[c:2]:[n:4]:[c:3]:[n:1]>>[N:1].C-O-[C:2].O=[C:3]-[N:4]_2001_0000_0000,"{'A': [], 'B': [(2, 4), (1, 3)], 'C': [], 'R': []}","{2: 0, 1: 2, 3: 0, 4: 1}","{2: 0, 1: 0, 3: 0, 4: 0}","{2: 0, 1: 0, 3: 0, 4: 0}",1
484,[c:1]:[n:2]:[c:3]:[n:4]>>O=[C:1].[N:2]\[C:3]=[N:4]_0200_0000_0000,"{'A': [], 'B': [(1, 2)], 'C': [(4, 3), (3, 4)], 'R': []}","{1: 0, 4: 0, 3: 0, 2: 2}","{1: 0, 4: 0, 3: 0, 2: 0}","{1: 0, 4: 0, 3: 0, 2: 0}",1
485,[C:1].[C:2]=[C:3]>>O=[c:1].[c:2]:[c:3]_-200_000_000,"{'A': [1], 'B': [], 'C': [(3, 2), (2, 3)], 'R': []}","{1: -2, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",1
486,[N:1]-[C:2]>>[N:1].O=C(-O-[C:2])-c1:c:c:c:c:c:1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",4
487,[c:1]-[C:2]-[O:3]>>Br-[Mg]-[c:1].[C:2]=[O:3]_00-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",1
488,[c:2]1:[n:3]:[c:6]:[c:5]:[c:4]:[n:1]:1>>[N:1]-[C:2]=[N:3].O=[C:4]-[C:5]-[C:6]=O_201010_000000_000000,"{'A': [], 'B': [(1, 4), (3, 6)], 'C': [], 'R': []}","{4: 0, 5: 1, 6: 0, 3: 1, 2: 0, 1: 2}","{4: 0, 5: 0, 6: 0, 3: 0, 2: 0, 1: 0}","{4: 0, 5: 0, 6: 0, 3: 0, 2: 0, 1: 0}",1
489,[C:1]=[C:2]1-[C:3]-[C:4]-[C:5]=[C:6]-1-[C:7](=[N:8])-[C:9]=[N:10]>>[c:1]:[c:2]1:[c:3]:[c:4]:[c:5]:[c:6]:1:[c:7](:[n:8]):[c:9]:[n:10]_00-1-1000000_0000000000_0000000000,"{'A': [], 'B': [], 'C': [(1, 2), (2, 1), (2, 3), (3, 2), (2, 6), (6, 2), (3, 4), (4, 3), (4, 5), (5, 4), (5, 6), (6, 5), (6, 7), (7, 6), (7, 8), (8, 7), (7, 9), (9, 7), (9, 10), (10, 9)], 'R': []}","{1: 0, 2: 0, 3: -1, 4: -1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1
490,[O:1]-[C:2]>>[O:1]=[C:2]-O-C-c1:c:c:c:c:c:1_-1-2_00_00,"{'A': [2], 'B': [], 'C': [], 'R': []}","{2: -2, 1: -1}","{2: 0, 1: 0}","{2: 0, 1: 0}",6
491,[O:1]-[S:2]>>[O:1].F-[S:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",4
492,[O:1]-[C:2]>>[O:1].F-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",3
493,[C:1]-[C:2]>>Br-[C:1].Cl-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
494,[c:4]1:[c:3]:[c:2]:[n:1]:[c:5]:1>>[N:1].O=[C:2]-[C:3]-[C:4]-[C:5]=O_20110_00000_00000,"{'A': [], 'B': [(1, 5), (1, 2)], 'C': [(4, 3), (3, 4)], 'R': []}","{5: 0, 4: 1, 3: 1, 2: 0, 1: 2}","{5: 0, 4: 0, 3: 0, 2: 0, 1: 0}","{5: 0, 4: 0, 3: 0, 2: 0, 1: 0}",3
495,[c:3]1:[c:2]:[c:1]:[n:4]:[c:5]:[n:6]:1>>O=[C:1]-[C:2].C-O-[C:3](-O-C)-N(-C)-C.[N:4]-[C:5]=[N:6]_020201_000000_000000,"{'A': [], 'B': [(2, 3), (3, 6), (1, 4)], 'C': [], 'R': []}","{3: 0, 2: 2, 1: 0, 4: 2, 5: 0, 6: 1}","{3: 0, 2: 0, 1: 0, 4: 0, 5: 0, 6: 0}","{3: 0, 2: 0, 1: 0, 4: 0, 5: 0, 6: 0}",1
496,[N:1]-[c:2]>>O=C(-[N:1])-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",6
497,[N:1]-[C:2]>>[N:1].F-C(-F)-C(=O)-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
498,[C:1]-[N:2]>>[c:1]:[n:2]_-1-1_00_00,"{'A': [], 'B': [], 'C': [(1, 2), (2, 1)], 'R': []}","{1: -1, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
499,[C:2]-[C:8]-[C:10]1-[C:7]-[C:9]-[C:5](-[C:4])-[C:6]-[C:3]-1-[N:11]-[C:1]>>Cl-[C:1].[C:2]-[C:3](-[C:4])-[C:5]1-[C:6]-[C:7]-[C:8]-[C:9]-[C:10]-1-[N:11]_00000000001_00000000000_00000000000,"{'A': [], 'B': [(1, 11), (3, 11), (3, 10), (3, 6), (4, 5), (5, 9), (7, 9), (7, 10), (8, 10), (2, 8)], 'C': [], 'R': []}","{1: 0, 11: 1, 3: 0, 6: 0, 5: 0, 4: 0, 9: 0, 7: 0, 10: 0, 8: 0, 2: 0}","{1: 0, 11: 0, 3: 0, 6: 0, 5: 0, 4: 0, 9: 0, 7: 0, 10: 0, 8: 0, 2: 0}","{1: 0, 11: 0, 3: 0, 6: 0, 5: 0, 4: 0, 9: 0, 7: 0, 10: 0, 8: 0, 2: 0}",1
500,[c:1]-[c:2]>>Br-[c:1].C-C(-C)-O-B(-[c:2])-O-C(-C)-C_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
501,[C:1]>>F-[C:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},2
502,[C:1]>>Br-[C:1]_-1_0_2,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 2},1
503,[C:1]=[O:2]>>C-C-C-C-O-[C:1]-[O:2]-C-C-C-C_00_00_00,"{'A': [2, 1], 'B': [], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
504,[O:1]-[C:3]-[C:4]-[O:2]>>[O:1].[O:2].O-[C:3]-[C:4]-O_1100_0000_0000,"{'A': [], 'B': [(1, 3), (2, 4)], 'C': [], 'R': []}","{3: 0, 4: 0, 2: 1, 1: 1}","{3: 0, 4: 0, 2: 0, 1: 0}","{3: 0, 4: 0, 2: 0, 1: 0}",2
505,[c:1]:[n:2]:[n:3]:[c:4]>>Br-[c:1].[N:2]-[N:3]=[C:4]_0100_0000_0000,"{'A': [], 'B': [(1, 2)], 'C': [(4, 3), (3, 4)], 'R': []}","{1: 0, 4: 0, 3: 0, 2: 1}","{1: 0, 4: 0, 3: 0, 2: 0}","{1: 0, 4: 0, 3: 0, 2: 0}",3
506,[N:4]-[C:3]-[C:2]=[C:1]>>[c:1]:[c:2]:[c:3]:[n:4]_00-1-1_0000_0000,"{'A': [], 'B': [], 'C': [(3, 4), (4, 3), (2, 3), (3, 2), (1, 2), (2, 1)], 'R': []}","{4: -1, 3: -1, 2: 0, 1: 0}","{4: 0, 3: 0, 2: 0, 1: 0}","{4: 0, 3: 0, 2: 0, 1: 0}",2
507,[c:1]:[n:2]:[c:3]:[c:4]>>C-C-O-[C:1].[N:2]-[C:3]=[C:4]_0100_0000_0000,"{'A': [], 'B': [(1, 2)], 'C': [(4, 3), (3, 4)], 'R': []}","{1: 0, 4: 0, 3: 0, 2: 1}","{1: 0, 4: 0, 3: 0, 2: 0}","{1: 0, 4: 0, 3: 0, 2: 0}",1
508,[c:1]:[c:2]>>[C:1].O=[C:2]_20_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 2}","{2: 0, 1: 0}","{2: 0, 1: 0}",4
509,[n:1]:[c:2]>>[N:1].Br-[c:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
510,[c:1]:[n:3]:[n:4]:[c:2]>>Cl-[c:1].O=[C:2].[N:3]-[N:4]_0012_0000_0000,"{'A': [], 'B': [(2, 4), (1, 3)], 'C': [], 'R': []}","{2: 0, 1: 0, 3: 1, 4: 2}","{2: 0, 1: 0, 3: 0, 4: 0}","{2: 0, 1: 0, 3: 0, 4: 0}",2
511,[c:1]-[c:2]>>Cl-[c:1].C-C1(-C)-C-O-B(-[c:2])-O-C-1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
512,[C:1]=[C:2]>>Br-[C:1]-Br.O=[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",6
513,[c:1]:[c:3]:[c:4]:[c:5]:[n:2]>>[c:1].[N:2].O-[C:3]-[C:4](-O)-[C:5]-O_12101_00000_00000,"{'A': [4], 'B': [(1, 3), (2, 5)], 'C': [], 'R': []}","{3: 1, 4: 0, 5: 1, 2: 2, 1: 1}","{3: 0, 4: 0, 5: 0, 2: 0, 1: 0}","{3: 0, 4: 0, 5: 0, 2: 0, 1: 0}",5
514,[O:4]-[C:3]-[C:2]=[C:1]>>[c:1]:[c:2]:[c:3]=[O:4]_00-1-1_0000_0000,"{'A': [], 'B': [], 'C': [(3, 4), (4, 3), (3, 2), (2, 3), (2, 1), (1, 2)], 'R': []}","{3: -1, 4: -1, 2: 0, 1: 0}","{3: 0, 4: 0, 2: 0, 1: 0}","{3: 0, 4: 0, 2: 0, 1: 0}",1
515,[O:1]-[C:2]>>[O:1].I-[C:2]_00_-10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: -1}","{2: 0, 1: 0}",1
516,[C:1]-[C:2]>>I-[C:1].[C:2]-[Mg+]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
517,[N:1]-[C:2]>>[N:1].C-C-C-C-C(=O)-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
518,[c:1]1:[n:3]:[n:4]:[n:5]:[n:2]:1>>[C:1]#[N:2].C-[Sn](-C)(-C)-[N:3]=[N:4]=[N:5]_00-100_0001-1_00000,"{'A': [], 'B': [(1, 3), (2, 5)], 'C': [], 'R': []}","{3: -1, 4: 0, 5: 0, 2: 0, 1: 0}","{3: 0, 4: 1, 5: -1, 2: 0, 1: 0}","{3: 0, 4: 0, 5: 0, 2: 0, 1: 0}",2
519,[c:1]-[C:2]>>Cl-[c:1].Br-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
520,[C:1]>>I-[C:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},3
521,[n:1]:[c:2]>>[N:1].C-C-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",2
522,[c:2]:[n:4]:[c:3]:[n:1]>>[N:1].C-C-O-[C:2].O=[C:3]-[N:4]_2001_0000_0000,"{'A': [], 'B': [(2, 4), (1, 3)], 'C': [], 'R': []}","{2: 0, 1: 2, 3: 0, 4: 1}","{2: 0, 1: 0, 3: 0, 4: 0}","{2: 0, 1: 0, 3: 0, 4: 0}",1
523,[C:1]-[C:2]>>Br-[C:1].C-N(-C)-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
